statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
One Wisconsin Now,"January 28, 2011","""Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending""",pants-fire,news release,Health Care; Small Business; Taxes; Wisconsin,Tom Kertscher,"February 1, 2011",https://www.politifact.com/factchecks/2011/feb/01/one-wisconsin-now/one-wisconsin-now-says-scott-walker-and-legislatur/
Barack Obama,"January 25, 2011","""Veterans can now download their electronic medical records with a click of the mouse.""",mostly-false,his State of the Union address,National; Health Care; Technology; Veterans,Robert Farley,"January 31, 2011",https://www.politifact.com/factchecks/2011/jan/31/barack-obama/president-obama-says-veterans-can-now-access-their/
Paul Ryan,"January 25, 2011","The health care law ""is accelerating our country toward bankruptcy.""",mostly-false,GOP response to the State of the Union,National; Federal Budget; Health Care,Robert Farley,"January 27, 2011",https://www.politifact.com/factchecks/2011/jan/27/paul-ryan/rep-paul-ryan-claims-health-care-law-accelerating-/
Michele Bachmann,"January 25, 2011","The federal government ""may put 16,500 IRS agents in charge of policing President Obama's health care bill.""",half-true,rebuttal to the State of the Union address,National; Federal Budget; Health Care; Taxes,Louis Jacobson,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/michele-bachmann/michele-bachmann-repeats-claim-health-care-bill-wi/
William G. Batchelder,"January 3, 2011","Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.""",pants-fire,speech,Ohio; Health Care,Aaron Marshall,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/bill-batchelder/ohio-house-speaker-william-g-batchelder-tells-heal/
National Rifle Association,"January 16, 2011","More people die from ""medical misadventures"" than firearm accidents nationally and in Florida.",mostly-true,fact-sheet.,Health Care; Florida; Guns,Amy Sherman,"January 24, 2011",https://www.politifact.com/factchecks/2011/jan/24/national-rifle-association/nra-claims-more-die-accident-medical-misadventures/
Paul Krugman,"January 6, 2011","Texas leads ""the nation in the percentage of residents without health insurance.""",true,op-ed column,Health Care; Texas,,"January 24, 2011",https://www.politifact.com/factchecks/2011/jan/24/paul-krugman/new-york-times-paul-krugman-says-texas-leads-natio/
Lee Holloway,"January 12, 2011","""We’ve saved over $100 million of (health care) costs"" in Milwaukee County. ""I did that.""",mostly-true,meeting with Journal Sentinel reporters and editors,Health Care; Wisconsin,Tom Kertscher,"January 24, 2011",https://www.politifact.com/factchecks/2011/jan/24/lee-holloway/acting-milwaukee-co-executive-lee-holloway-say/
Lamar Smith,"January 5, 2011","""Despite the administration telling us (health care reform) was going to reduce health care costs, they now acknowledge it's going to dramatically increase health care costs.""",false,radio interview,Health Care; Texas,,"January 23, 2011",https://www.politifact.com/factchecks/2011/jan/23/lamar-smith/lamar-smith-says-obama-administration-said-health-/
Anthony Weiner,"January 19, 2011",The health care law includes tort reform.,false,speech on the House floor,National; Health Care; Legal Issues,Angie Drobnic Holan,"January 21, 2011",https://www.politifact.com/factchecks/2011/jan/21/anthony-weiner/tort-reform-health-care-law-no/
Nathan Deal,"December 8, 2010","The impact of the 2010 federal health care legislation will be ""huge"" on Georgia.",mostly-true,newspaper interview,Georgia; Health Care,Eric Stirgus,"January 21, 2011",https://www.politifact.com/factchecks/2011/jan/21/nathan-deal/deal-healthcare-prediction-needs-more-details/
Eric Cantor,"January 19, 2011","The health care law is ""job killing.""",false,bill introduced on the House floor.,National; Economy; Health Care,Robert Farley,"January 20, 2011",https://www.politifact.com/factchecks/2011/jan/20/eric-cantor/health-care-law-job-killer-evidence-falls-short/
Michael Burgess,"December 28, 2010","Says 2010 was the ""worst year ever for America's doctors"" reimbursed by Medicare.",false,interview.,Health Care; Texas,W. Gardner Selby,"January 20, 2011",https://www.politifact.com/factchecks/2011/jan/20/michael-burgess/michael-burgess-says-2010-was-worst-year-ever-doct/
Jim Sensenbrenner,"January 16, 2011","""We had a debate on whether ‘ObamaCare’ was the way to go to fix up health care and the American voters said no -- emphatically.""",mostly-false,interview after a town hall meeting,Health Care; Wisconsin,James B. Nelson,"January 20, 2011",https://www.politifact.com/factchecks/2011/jan/20/jim-sensenbrenner/rep-jim-sensenbrenner-says-americans-have-emphatic/
Chris Van Hollen,"January 18, 2011","Between 2000 and 2006,  ""health insurance company profits quadrupled.""",mostly-true,comments on the House floor,National; Health Care,Robert Farley,"January 19, 2011",https://www.politifact.com/factchecks/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-company-profit/
Chris Van Hollen,"January 18, 2011","""Between the year 2000 and 2006, (insurance) premiums in this country doubled.""",mostly-true,comments on the House floor,National; Health Care,Robert Farley,"January 19, 2011",https://www.politifact.com/factchecks/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-premiums-doubl/
Dennis Kucinich,"December 31, 2010","Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didn't go for health care.",mostly-true,CNN interview,Ohio; Health Care,Tom Feran,"January 18, 2011",https://www.politifact.com/factchecks/2011/jan/18/dennis-kucinich/rep-dennis-kucinich-claims-chunk-health-care-dolla/
Ohio Alliance for Retired Americans,"January 10, 2011",Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,false,news release,Ohio; Health Care; Voting Record,Stephen Koff,"January 17, 2011",https://www.politifact.com/factchecks/2011/jan/17/ohio-alliance-retired-americans/attack-dewines-health-reform-position-voluntarily-/
Eric Cantor,"January 6, 2011","The health care reform law ""offset[s] 6 years of benefits with 10 years of tax increases.""",half-true,statement.,Health Care; Taxes; Virginia,Wes Hester,"January 15, 2011",https://www.politifact.com/factchecks/2011/jan/15/eric-cantor/cantor-says-health-care-reform-collects-1o-years-t/
Jeff Fitzgerald,"December 27, 2010","Says 15,000 IRS employees ""have to be added to administer ‘ObamaCare’ and look at the tax implications.""",mostly-false,television interview,Health Care; Wisconsin,Tom Kertscher,"January 14, 2011",https://www.politifact.com/factchecks/2011/jan/14/jeff-fitzgerald/wisconsin-assembly-speaker-jeff-fitzgerald-says-ir/
Robert Hagan,"December 8, 2010","Ohio taxpayers spent more than $67 million ""for the year"" on food stamps and Medicaid for Wal-Mart workers",half-true,speech,Ohio; Health Care; State Budget,Joe Guillen,"January 12, 2011",https://www.politifact.com/factchecks/2011/jan/12/robert-hagan/rep-robert-hagan-slams-wal-mart-over-workers-needi/
Allen West,"January 2, 2011","""We had an amendment in the health care law that said the federal government is going to take over education.""",false,Fox News TV show,Education; Health Care; Florida,Amy Sherman,"January 11, 2011",https://www.politifact.com/factchecks/2011/jan/11/allen-west/west-says-feds-are-going-take-over-education/
Pat Mullins,"January 3, 2011",New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,true,letter.,Health Care; Virginia,Wes Hester,"January 7, 2011",https://www.politifact.com/factchecks/2011/jan/07/pat-mullins/gop-chairman-mullins-says-health-care-bill-end-pre/
Jim Sullivan,"January 31, 2011","Says he ""led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.""",false,meeting with Journal Sentinel reporters and editors,County Budget; Health Care; Wisconsin,Tom Kertscher,"January 6, 2011",https://www.politifact.com/factchecks/2011/jan/06/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/
Rick Perry,"December 19, 2010","Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.""",pants-fire,interview,Health Care; State Budget; States; Texas,Meghan Ashford-Grooms,"January 6, 2011",https://www.politifact.com/factchecks/2011/jan/06/rick-perry/gov-rick-perry-says-state-medicaid-proposal-has-la/
Marie Ghazal,"December 17, 2010","""Rhode Island has the highest percentage of uninsured adults of any state in New England.""",mostly-true,commentary,Rhode Island; Economy; Health Care; Poverty,C. Eugene Emery Jr.,"January 4, 2011",https://www.politifact.com/factchecks/2011/jan/04/marie-ghazal/health-clinic-executive-says-rhode-island-has-high/
Bobby  Scott,"December 16, 2010","The tax-cut deal ""adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act"" and about the same as health care reform.",mostly-true,news release.,Deficit; Federal Budget; Health Care; Stimulus; Taxes; Virginia,Wes Hester,"December 27, 2010",https://www.politifact.com/factchecks/2010/dec/27/bobby-scott/rep-bobby-scott-says-tax-deal-costs-same-health-ca/
Bob Marshall,"December 13, 2010","Those who fail to buy health insurance under ""Obamacare"" face the threat of jail time.",pants-fire,news release.,Health Care; Virginia,Wes Hester,"December 20, 2010",https://www.politifact.com/factchecks/2010/dec/20/bob-marshall/del-bob-marshall-says-violators-obama-health-care-/
Robert Hurt,"December 13, 2010","The Democrats' health care reform law is a ""government takeover of health care.""",false,news release.,Health Care; Virginia,Wes Hester,"December 16, 2010",https://www.politifact.com/factchecks/2010/dec/16/robert-hurt/robert-hurt-calls-health-care-reform-law-governmen/
George W. Bush,"November 9, 2010","Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",true,"his book, ""Decision Points.""",Federal Budget; Health Care; Foreign Policy; Texas,W. Gardner Selby,"December 16, 2010",https://www.politifact.com/factchecks/2010/dec/16/george-w-bush/president-bush-says-united-states-doubled-its-comm/
Barack Obama,"December 13, 2010","""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law.",true,television interview,National; Health Care; History; Legal Issues; Social Security,Louis Jacobson,"December 15, 2010",https://www.politifact.com/factchecks/2010/dec/15/barack-obama/barack-obama-compares-legal-battle-over-health-car/
Donna Garner,"December 9, 2010","Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.""",pants-fire,newsletter,Education; Health Care; Texas,Ciara O'Rourke,"December 13, 2010",https://www.politifact.com/factchecks/2010/dec/13/donna-garner/conservative-education-activist-donna-garner-says-/
Rick Perry,"December 3, 2010","Says federal health care overhaul will cost Texas state government ""upwards of $30 billion over the next 10 years.""",mostly-false,interview,Health Care; State Budget; Texas,Meghan Ashford-Grooms,"December 12, 2010",https://www.politifact.com/factchecks/2010/dec/12/rick-perry/gov-rick-perry-says-federal-health-care-overhaul-c/
Scott Walker,"December 9, 2010","Eliminating the state tax on health savings accounts will ""make it easier for small business owners to provide health insurance to their employees.""",mostly-false,statement on campaign web site,Health Care; Small Business; State Budget; Wisconsin,James B. Nelson,"December 10, 2010",https://www.politifact.com/factchecks/2010/dec/10/scott-walker/scott-walker-says-eliminating-state-tax-health-sav/
The Walking Dead,"December 5, 2010","In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",pants-fire,TV show's season finale,Georgia; Health Care; Pop Culture,Willoughby Mariano,"December 10, 2010",https://www.politifact.com/factchecks/2010/dec/10/walking-dead/hit-series-shows-cdc-blows-after-zombie-apocalypse/
Rick Scott,"November 18, 2010","""The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.""",pants-fire,speech,Health Care; Florida,Amy Sherman,"December 9, 2010",https://www.politifact.com/factchecks/2010/dec/09/rick-scott/rick-scott-claims-his-company-caused-national-heal/
Tom Coburn,"November 18, 2010","There are ""10 or 20 deaths a year from foodborne illness"" in the United States.",false,Senate floor speech,Agriculture; National; Health Care; Regulation,Louis Jacobson,"December 9, 2010",https://www.politifact.com/factchecks/2010/dec/09/tom-coburn/tom-coburn-says-only-10-20-people-die-annually-foo/
Barack Obama,"December 7, 2010","When President Franklin D. Roosevelt started Social Security, ""it only affected widows and orphans,"" and when Medicare began, ""it was a small program.""",false,press conference,National; Children; Disability; Health Care; History; Medicare; Social Security,Louis Jacobson,"December 8, 2010",https://www.politifact.com/factchecks/2010/dec/08/barack-obama/barack-obama-description-how-social-security-medic/
Bobby  Scott,,"Republicans ""created a trillion dollar prescription drug entitlement program without paying for it.""",mostly-true,,Deficit; Federal Budget; Health Care; Virginia,Wes Hester,"December 7, 2010",https://www.politifact.com/factchecks/2010/dec/07/bobby-scott/bobby-scott-says-republicans-created-1-trillion-pr/
Dennis Kucinich,"November 10, 2010","""We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.""",false,news release,Ohio; Consumer Safety; Food Safety; Health Care; Taxes,Tom Feran,"December 6, 2010",https://www.politifact.com/factchecks/2010/dec/06/dennis-kucinich/rep-dennis-kucinich-assails-tax-deductions-fast-fo/
Howard Dean,"November 12, 2010","""Barack Obama's health care bill is nothing new. Mitt Romney signed one just like it four years before.""",mostly-true,KLRU interview,Health Care; Texas,Ciara O'Rourke,"December 5, 2010",https://www.politifact.com/factchecks/2010/dec/05/howard-dean/dean-howard-says-health-care-bill-prseident-barack/
Oregon Healthy Kids,"November 22, 2010","""No family earns too much to qualify"" for Oregon Healthy Kids program.",mostly-true,billboard,Oregon; Children; Health Care,Ian K. Kullgren,"December 1, 2010",https://www.politifact.com/factchecks/2010/dec/01/oregon-healthy-kids/oregon-healthy-kids-says-no-matter-how-much-you-ma/
Bobby  Scott,"November 16, 2010","The health care reform law ""reduces the deficit by nearly $1.2 trillion over the next two decades.""",half-true,a news release.,Deficit; Economy; Health Care; Virginia,Wes Hester,"November 23, 2010",https://www.politifact.com/factchecks/2010/nov/23/bobby-scott/bobby-scott-says-health-care-reform-may-cut-defici/
Mike Villarreal,"September 7, 2010","Says Gov. Rick Perry's administration has proposed ending immunizations for 113,000 kids.",mostly-false,press release,Children; Health Care; State Budget; Texas,Meghan Ashford-Grooms,"November 20, 2010",https://www.politifact.com/factchecks/2010/nov/20/mike-villarreal/state-rep-mike-villarreal-says-gov-rick-perrys-adm/
Paul Krugman,"November 14, 2010","A recent report from the president's deficit commission was ""completely empty"" on controlling health care costs.",false,"""This Week with Christiane Amanpour""",National; Federal Budget; Health Care; Medicare; This Week - ABC News,Angie Drobnic Holan,"November 16, 2010",https://www.politifact.com/factchecks/2010/nov/16/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-had-no-/
Pam Bondi,"November 9, 2010","""We're the only system of federalism in the world.""",false,interview with Fox News.,Health Care; History; States; Florida,Aaron Sharockman,"November 10, 2010",https://www.politifact.com/factchecks/2010/nov/10/pam-bondi/defending-health-care-suit-new-florida-ag-says-uni/
Scott Rigell,"September 8, 2010","""Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement  health care legislation.",false,statment on his website,Health Care; Virginia,Wes Hester,"November 1, 2010",https://www.politifact.com/factchecks/2010/nov/01/scott-rigell/scott-nigell-says-glenn-nye-voted-against-bill-wou/
Mike Prendergast,"October 29, 2010","""Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.""",pants-fire,campaign mailer,National; Economy; Health Care; Stimulus,Robert Farley,"November 1, 2010",https://www.politifact.com/factchecks/2010/nov/01/mike-prendergast/mike-prengergast-mailer-says-kathy-castor-voted-sp/
Matt Wand,"October 24, 2010",Says Nick Kahl made it harder for many families to cover basic health care expenses.,mostly-false,campaign mailer,Oregon; Health Care; Taxes,Ian K. Kullgren,"October 31, 2010",https://www.politifact.com/factchecks/2010/oct/31/matt-wand/republicans-try-turn-health-care-tax-and-children-/
Wisconsin Manufacturers and Commerce,"October 29, 2010","Says four Democratic state senators voted to ""raise taxes on Wisconsin workers by another $510 a month so freeloaders can get free state-run health care.""",half-true,campaign TV ad,Health Care; Message Machine 2010; Taxes; Wisconsin,Tom Kertscher,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/wisconsin-manufacturers-and-commerce/group-says-four-wisconsin-senators-voted-raise-tax/
National Republican Congressional Committee,"October 9, 2010","Democratic U.S. House candidate Julie Lassa pushed for a ""Canadian-style government takeover of health care.""",false,campaign TV ad,Health Care; Message Machine 2010; Wisconsin,James B. Nelson,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/national-republican-congressional-committee/republican-group-says-julie-lassa-pushed-canadian-/
Elizabeth Roberts,"October 28, 2010","She ""led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.""",half-true,campaign commercial,Rhode Island; Economy; Health Care,C. Eugene Emery Jr.,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/elizabeth-roberts/printed-words-undercut-truthfulness-lt-gov-roberts/
Barack Obama,"October 27, 2010","""We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.""",mostly-true,"interview on Comedy Central's ""Daily Show with Jon Stewart""",National; Children; Health Care,Robert Farley,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/barack-obama/obama-said-states-have-new-power-review-insurance-/
Barack Obama,"October 27, 2010","""Before we even passed health care, 4 millions kids got health insurance that didn't have it before, through the Children's Health Insurance Program.""",half-true,"interview on ""The Daily Show.""",National; Families; Health Care,Angie Drobnic Holan,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/barack-obama/obama-said-he-got-health-care-insurance-4-million-/
Barack Obama,"October 27, 2010","The health care bill ""cuts the deficit by over $1 trillion dollars.""",half-true,"appearance on Comedy Central's ""The Daily Show""",National; Federal Budget; Health Care,Robert Farley,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/barack-obama/barack-obama-health-care-bill-cuts-deficit/
Reid Ribble,"October 12, 2010","""I lost my health insurance and my doctor because of Obamacare.""",pants-fire,campaign news release,Health Care; Wisconsin,James B. Nelson,"October 27, 2010",https://www.politifact.com/factchecks/2010/oct/27/reid-ribble/republican-house-candidate-reid-ribble-says-he-los/
American Action Network,"October 21, 2010","Ed Perlmutter voted for ""Viagra for rapists"" paid for with tax dollars.",pants-fire,campaign ad,National; Health Care; Crime; Message Machine 2010,Angie Drobnic Holan,"October 26, 2010",https://www.politifact.com/factchecks/2010/oct/26/american-action-network/viagra-sex-offenders-paid-health-care-bill-nope/
National Republican Senatorial Committee,"October 6, 2010","""Michael Bennet cast the deciding vote"" for the stimulus and the health care bill.",mostly-false,campaign commercial,National; Health Care; History; Message Machine 2010; Stimulus,Louis Jacobson,"October 26, 2010",https://www.politifact.com/factchecks/2010/oct/26/national-republican-senatorial-committee/nrsc-attacks-michael-bennet-casting-deciding-vote-/
Donna Campbell,"October 19, 2010","Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",true,ad,Cap and Trade; Climate Change; Economy; Health Care; Message Machine 2010; Texas,Ciara O'Rourke,"October 26, 2010",https://www.politifact.com/factchecks/2010/oct/26/donna-campbell/donna-campbell-says-rep-lloyd-doggett-voted-health/
Greater Wisconsin Committee,"October 8, 2010","Says ""Scott Walker favors cutting up to 350,000 families and children off health care.""",half-true,campaign TV ad,Health Care; Message Machine 2010; Wisconsin,Dave Umhoefer,"October 25, 2010",https://www.politifact.com/factchecks/2010/oct/25/greater-wisconsin-political-fund/scott-walker-wants-kick-350000-families-badgercare/
Marco Rubio,"October 24, 2010","Charlie Crist ""attacks me for positions he held, like, six months ago, (when) he was running in the Republican primary.""",mostly-false,U.S. Senate debate on CNN’s “State of the Union.”,Immigration; Families; Health Care; Social Security; Florida,Aaron Sharockman,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/marco-rubio/marco-rubio-fires-back-charlie-crist-attacks/
Scott Walker,"October 12, 2010","""Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.""",false,news conference with reporters,Health Care; Wisconsin,Tom Kertscher,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/21/scott-walker/scott-walker-says-scientists-agree-adult-stem-cell/
John Raese,"October 18, 2010","Under the new health care law, ""the first person (a) patient has to go to is a bureaucrat. That is called a panel.""",pants-fire,debate,National; Health Care; Message Machine 2010,Louis Jacobson,"October 19, 2010",https://www.politifact.com/factchecks/2010/oct/19/john-raese/john-raese-says-health-care-law-forces-patients-go/
U.S. Chamber of Commerce,"October 5, 2010","The new health care law crushes small businesses ""with billions in penalties.""",false,campaign ad,National; Health Care; Message Machine 2010; Small Business,Angie Drobnic Holan,"October 18, 2010",https://www.politifact.com/factchecks/2010/oct/18/us-chamber-commerce/us-chamber-says-health-care-law-hammers-small-busi/
Planned Parenthood,"October 15, 2010","Says ""Scott Walker tried to pass a law to allow pharmacists to block women’s access to birth control.""",mostly-false,direct mail campaign piece,Health Care; Message Machine 2010; Women; Wisconsin,Tom Kertscher,"October 18, 2010",https://www.politifact.com/factchecks/2010/oct/18/planned-parenthood/planned-parenthood-says-scott-walker-tried-pass-bi/
Rebecca Kleefisch,"October 13, 2010","Says ""Tom Barrett supports a government takeover of our health care""",pants-fire,campaign TV ad,Health Care; Message Machine 2010; Wisconsin,Dave Umhoefer,"October 17, 2010",https://www.politifact.com/factchecks/2010/oct/17/rebecca-kleefisch/republican-rebecca-kleefisch-says-democrat-tom-bar/
Jason Isaac,"October 7, 2010","Says state Rep. Patrick Rose votes 90 percent with liberals, backed the state's largest tax increase, proposed nearly $15 billion in government spending and supported ""Obama-style government-run health care system for Texas.""",mostly-false,video ad.,Candidate Biography; Health Care; Message Machine 2010; State Budget; Voting Record; Texas,W. Gardner Selby,"October 15, 2010",https://www.politifact.com/factchecks/2010/oct/15/jason-isaac/jason-isaac-says-state-rep-patrick-rose-votes-libe/
Florida Democratic Party,"October 10, 2010","Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded ""means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.""",half-true,TV ad.,Health Care; Legal Issues; Message Machine 2010; Florida,Aaron Sharockman,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/florida-democratic-party/does-rick-scott-invoking-fifth-amendment-imply-gui/
Florida Democratic Party,"October 10, 2010",Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,mostly-true,TV ad.,Health Care; Legal Issues; Message Machine 2010; Florida,Aaron Sharockman,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/florida-democratic-party/rick-scott-dodges-answers-invoking-fifth-amendment/
Florida Democratic Party,"October 10, 2010","Shows in a television ad that police took evidence from Solantic, Rick Scott's new health care company, after allegations emerged that the company was engaging in fraud.",false,TV ad.,Health Care; Legal Issues; Message Machine 2010; Florida,Aaron Sharockman,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/florida-democratic-party/problems-rick-scotts-new-health-care-business-sola/
Florida Democratic Party,"October 10, 2010","In ad attacking Rick Scott, says three executives of the Columbia/HCA hospital chain he ran were indicted.",half-true,TV ad.,Health Care; Legal Issues; Message Machine 2010; Florida,Aaron Sharockman,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/florida-democratic-party/fraud-allegations-dominate-new-democat-ad-attackin/
Mary Squires,"October 5, 2010","Said state insurance commissioner candidate Ralph Hudgens ""fights hard"" to strip women of life-saving coverage such as mammograms.",half-true,newspaper interview,Georgia; Health Care; Women,Willoughby Mariano,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/mary-squires/candidate-insurance-commissioner-says-rival-fought/
Hank Gilbert,"September 24, 2010","Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",true,press release.,Economy; Health Care; Texas,W. Gardner Selby,"October 11, 2010",https://www.politifact.com/factchecks/2010/oct/11/hank-gilbert/hank-gilbert-says-texas-department-agriculture-cou/
Sharron Angle,"October 7, 2010","Harry Reid ""voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.""",mostly-false,campaign commercial,National; Federal Budget; Health Care; Crime; Message Machine 2010,Louis Jacobson,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/08/sharron-angle/sharron-angle-attacks-harry-reid-over-giving-sex-o/
Jack Conway,"September 28, 2010","Rand Paul ""wants us to pay $2,000 just to get Medicare.""",mostly-true,campaign commercial,National; Health Care; Medicare; Message Machine 2010,Louis Jacobson,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/08/jack-conway/jack-conway-says-rand-paul-backs-2000-deductible-m/
Blue Oregon,"September 30, 2010","Says ""Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregon's children.""",true,website posting,Oregon; Health Care; Taxes,Ian K. Kullgren,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/08/blue-oregon/liberal-website-says-rep-jim-weidner-tried-take-he/
Ron Johnson,"September 28, 2010","""A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.""",false,campaign TV ad,Health Care; Message Machine 2010; Voting Record; Wisconsin,Dave Umhoefer,"October 5, 2010",https://www.politifact.com/factchecks/2010/oct/05/ron-johnson/ron-johnson-says-russ-feingold-went-against-wishes/
Crossroads GPS,"August 25, 2010","""Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.""",mostly-false,television ad,National; Health Care; Medicare; Message Machine 2010; Retirement,Angie Drobnic Holan,"October 4, 2010",https://www.politifact.com/factchecks/2010/oct/04/crossroads-gps/ad-against-boxer-says-hospitals-might-stop-taking-/
Scott Bruun,"September 30, 2010","Says Kurt Schrader voted to cut $500 billion from Medicare, threatening ""thousands of Oregon seniors and their access to their current coverage.""",mostly-false,television ad,Oregon; Health Care; Medicare; Message Machine 2010,Janie Har,"October 2, 2010",https://www.politifact.com/factchecks/2010/oct/02/scott-bruun/scott-bruun-says-kurt-schrader-cut-500-billion-med/
Crossroads GPS,"September 20, 2010","Says Joe Sestak ""voted to gut Medicare ... reducing benefits for 854,489 seniors"" and jeopardizing ""access to care for millions.""",mostly-false,campaign commercial,National; Health Care; Medicare; Message Machine 2010,Louis Jacobson,"September 28, 2010",https://www.politifact.com/factchecks/2010/sep/28/crossroads-gps/crossroads-gps-ad-blasts-joe-sestak-vote-gut-medic/
John  Kitzhaber,"August 15, 2010",Says more than 2 million Oregonians have received important medical services because of his health plan.,half-true,radio interview,Oregon; Health Care,Brent Walth,"September 24, 2010",https://www.politifact.com/factchecks/2010/sep/24/john-kitzhaber/john-kitzhaber-says-2-million-people-got-health-ca/
60 Plus Association,"September 8, 2010","The new health care law ""will cut $500 billion from Medicare. That will hurt the quality of our care.""",mostly-false,campaign ad,National; Health Care; Medicare; Message Machine 2010,Angie Drobnic Holan,"September 20, 2010",https://www.politifact.com/factchecks/2010/sep/20/60-plus-association/medicare-cuts-health-care-law-will-hurt-seniors-sa/
Peter  Palumbo,"September 9, 2010","Rhode Island gives undocumented pregnant women health insurance, plus a cash card ""with $400 a month on it"" and ""$250 a month or $275 a month to spend on food.""",mostly-false,"interview on Fox News' ""On the Record with Greta Van Susteren""",Immigration; Rhode Island; Health Care; Poverty,Cynthia Needham,"September 19, 2010",https://www.politifact.com/factchecks/2010/sep/19/peter-palumbo/palumbo-says-ri-gives-undocumented-pregnant-women-/
National Republican Congressional Committee,"September 12, 2010","""700 jobs (were) lost because Allen Boyd"" voted for the health care bill.",mostly-false,TV ad.,Education; Elections; Health Care; Message Machine 2010; Florida,Aaron Sharockman,"September 16, 2010",https://www.politifact.com/factchecks/2010/sep/16/national-republican-congressional-committee/allen-boyd-cost-sallie-mae-employees-their-jobs-he/
Pam Bondi,"July 31, 2010","""By the year 2015 (Medicaid will) take up half our budget.""",mostly-false,debate,Health Care; Florida,Amy Sherman,"September 8, 2010",https://www.politifact.com/factchecks/2010/sep/08/pam-bondi/bondi-says-medicaid-will-eat-half-state-budget-201/
Michael McCaul,"July 19, 2010","Says the federal agency in charge of Medicare and Medicaid will disburse $803 billion in benefits this year, making ""it larger than all but 15 of the world's economies.""",half-true,e-mail,Economy; Health Care; Texas,Ciara O'Rourke,"September 4, 2010",https://www.politifact.com/factchecks/2010/sep/04/michael-mccaul/rep-michael-mccaul-says-cms-will-disburse-803-bill/
