statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Andy Brown,"February 22, 2011","Says nobody in higher education believes Gov. Rick Perry’s proposal to ""serve up $10,000 college degrees"" is possible.",false,web post.,Education; Texas,W. Gardner Selby,"March 8, 2011",https://www.politifact.com/factchecks/2011/mar/08/andy-brown/andy-brown-says-nobody-higher-education-believes-1/
Florida Chamber of Commerce,"March 3, 2011","Says ""union bosses"" bused protesters to a Central Florida education protest.",pants-fire,radio ad.,Education; Labor; State Budget; Florida,Aaron Sharockman,"March 7, 2011",https://www.politifact.com/factchecks/2011/mar/07/florida-chamber-commerce/chamber-says-protesters-bused-central-florida-educ/
Frederica Wilson,"February 27, 2011","""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.""",true,Washington Post profile,Environment; Education; Florida,Trenton Daniel,"March 7, 2011",https://www.politifact.com/factchecks/2011/mar/07/frederica-wilson/frederica-wilson-claims-credit-closing-garbage-pla/
MacIver Institute,"March 3, 2010","In 2011, ""the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.""",true,video news release,Education; Labor; State Budget; Wisconsin,Tom Kertscher,"March 4, 2011",https://www.politifact.com/factchecks/2011/mar/04/maciver-institute/maciver-institute-says-average-annual-salary-and-b/
Rand Paul,"February 24, 2011","""The average (public school) teacher in Wisconsin’s making $89,000 a year"" in salary and benefits.",false,appearance on a TV interview program,Education; Labor; State Budget; Wisconsin,Tom Kertscher,"March 4, 2011",https://www.politifact.com/factchecks/2011/mar/04/rand-paul/us-sen-rand-paul-says-average-public-school-teache/
Rick Perry,"February 8, 2011","Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",half-true,his State of the State address.,Education; Texas,W. Gardner Selby,"March 3, 2011",https://www.politifact.com/factchecks/2011/mar/03/rick-perry/rick-perry-says-states-public-school-spending-incr/
Don Balfour,"February 15, 2011",An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,mostly-true,committee hearing,Georgia; Immigration; Education,Willoughby Mariano,"February 28, 2011",https://www.politifact.com/factchecks/2011/feb/28/don-balfour/lawmaker-says-illegal-immigrant-students-takes-cla/
Chuck Norris,"February 14, 2011","""Some of our state's educational administrators joined the feds in seeking to mandate Arabic classes for Texas children.""",mostly-false,opinion column,Education; Texas,Ciara O'Rourke,"February 28, 2011",https://www.politifact.com/factchecks/2011/feb/28/chuck-norris/chuck-norris-says-school-districts-and-federal-gov/
Jeff Wentworth,"February 22, 2011","""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",pants-fire,"interview on MSNBC's ""Hardball with Chris Matthews""",Alcohol; Education; Guns; Texas,Ciara O'Rourke,"February 26, 2011",https://www.politifact.com/factchecks/2011/feb/26/jeff-wentworth/state-sen-jeff-wentworth-says-texas-universities-d/
Democratic Party of Wisconsin,"February 21, 2011","The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.",false,a Facebook post,National; Education; Labor; Workers,Louis Jacobson,"February 23, 2011",https://www.politifact.com/factchecks/2011/feb/23/state-democratic-party-wisconsin/labor-union-supporters-say-wisconsin-test-scores-v/
Eric Bolling,"February 21, 2011","In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.",mostly-false,his Fox Business Network program,National; Education; Labor; Pundits,Robert Farley,"February 23, 2011",https://www.politifact.com/factchecks/2011/feb/23/eric-bolling/fox-business-news-eric-bolling-says-wisconsin-teac/
Virginia Senate Democratic Caucus,"February 10, 2011","The House of Delegates budget bill ""cuts $50 million from education.""",true,press release.,Corrections and Updates; Education; State Budget; Virginia,Jacob Geiger,"February 22, 2011",https://www.politifact.com/factchecks/2011/feb/22/virginia-senate-democratic-caucus/virginia-democrats-say-house-delegates-budget-cuts/
Dan Flynn,"February 14, 2011","""Our children do not spend any time in school learning about our own U.S. Constitution.""",pants-fire,column,Education; Texas,Ciara O'Rourke,"February 21, 2011",https://www.politifact.com/factchecks/2011/feb/21/dan-flynn/state-rep-dan-flynn-says-texas-students-spend-no-t/
Lloyd  Doggett,"February 16, 2011","""In Austin, I’ve got half-a-dozen or more schools on a list to be closed — one of which I presented a federal blue-ribbon award to for excellence. And several hundred school personnel on the list for possible terminations.""",mostly-true,comment quoted,Education; Texas,W. Gardner Selby,"February 19, 2011",https://www.politifact.com/factchecks/2011/feb/19/lloyd-doggett/lloyd-doggett-says-hes-got-half-dozen-or-more-scho/
Shawn Lindsay,"February 9, 2011",Says John Kitzhaber’s proposed budget for upcoming biennium represents 8 percent increase over last,mostly-false,e-mail,Oregon; Education; State Budget,Ian K. Kullgren,"February 18, 2011",https://www.politifact.com/factchecks/2011/feb/18/shawn-lindsay/shawn-lindsay-says-john-kitzhabers-budget-proposal/
Michelle Rhee,"February 9, 2011","Americans, in the last 30 years, ""have more than doubled the amount of money we are spending per child (on education) … and the results have gotten worse, not better.""",half-true,talking to Florida legislators.,Education; Florida,Aaron Sharockman,"February 17, 2011",https://www.politifact.com/factchecks/2011/feb/17/michelle-rhee/michelle-rhee-tells-florida-legislators-spending-e/
Donald Trump,"February 10, 2011","""The people that went to school with (Barack Obama), they never saw him, they don't know who he is.""",pants-fire,speech at the CPAC conference,National; Candidate Biography; Education; Obama Birth Certificate,Robert Farley,"February 14, 2011",https://www.politifact.com/factchecks/2011/feb/14/donald-trump/donald-trump-says-people-who-went-school-obama-nev/
Dan  Lucas,"February 2, 2011","""Governor’s proposed budget raids K-12 school funds to grow DHS again.""",mostly-false,website,Oregon; Education; State Budget,Janie Har,"February 14, 2011",https://www.politifact.com/factchecks/2011/feb/14/dan-lucas/did-john-kitzhaber-raid-schools-human-services/
Janet Mitchell,"January 20, 2011","Says 25 percent of Austin's public school buildings are ""underutilized.""",half-true,interview.,Education; Texas,W. Gardner Selby,"February 13, 2011",https://www.politifact.com/factchecks/2011/feb/13/janet-mitchell/austin-school-district-task-force-co-chair-says-25/
Rick Scott,"February 7, 2011",Says he never said he would keep education funding the same.,false,talking about his budget proposal.,Education; State Budget; Florida,Aaron Sharockman,"February 8, 2011",https://www.politifact.com/factchecks/2011/feb/08/rick-scott/education-cuts-show-rick-scotts-budget/
Dave Hunt,"December 23, 2010","Says ""every school will be negatively impacted"" if Education Stability Fund is not tapped.",true,e-mail,Oregon; Education; State Budget,Ian K. Kullgren,"February 7, 2011",https://www.politifact.com/factchecks/2011/feb/07/dave-hunt/dave-hunt-says-schools-will-suffer-without-planned/
Rebecca Kleefisch,"January 26, 2011","""United States students are achieving at number 25 out of 29 developing countries when it comes to science and math.""",false,news conference,Education; Wisconsin,Tom Kertscher,"February 6, 2011",https://www.politifact.com/factchecks/2011/feb/06/rebecca-kleefisch/wisconsin-lt-gov-rebecca-kleefisch-says-us-student/
Terry Gorman,"January 6, 2011","""Illegal aliens cost the state of Rhode Island $400 million a year.""",pants-fire,radio interview,Immigration; Rhode Island; Census; Education; Health Care; Crime; State Budget; Taxes,C. Eugene Emery Jr.,"February 6, 2011",https://www.politifact.com/factchecks/2011/feb/06/terry-gorman/gorman-says-illegal-immigrants-cost-rhode-island-4/
Democratic Congressional Campaign Committee,"January 31, 2011",Congressman Robert Hurt has a plan to cut education by 40 percent.,pants-fire,radio ad.,Education; Federal Budget; State Budget; Virginia,Jacob Geiger,"February 4, 2011",https://www.politifact.com/factchecks/2011/feb/04/democratic-congressional-campaign-committee/dccc-says-rep-robert-hurt-supports-40-percent-cut-/
John  Kitzhaber,"January 25, 2011","Says his state budget will ""provide an increase in state funding
	for the 2011-12 school year.""",mostly-true,e-mail,Oregon; Education; State Budget,Ian K. Kullgren,"February 2, 2011",https://www.politifact.com/factchecks/2011/feb/02/john-kitzhaber/john-kitzhaber-says-proposed-budget-represents-inc/
Paul Broun,"January 25, 2011",Says government is a barrier to innovation and development.,false,tweet during the State of the Union address,National; Education; Federal Budget; Regulation; Science; Technology,Louis Jacobson,"January 31, 2011",https://www.politifact.com/factchecks/2011/jan/31/paul-broun/rep-paul-broun-says-innovation-would-flower-if-gov/
Wendy Davis,"January 19, 2011",Says Texas ranks 44th nationally in education funding per pupil.,mostly-true,press release,Education; Texas,Ciara O'Rourke,"January 31, 2011",https://www.politifact.com/factchecks/2011/jan/31/wendy-davis/state-sen-wendy-davis-says-texas-ranks-44th-educat/
Barack Obama,"January 25, 2011","""As many as a quarter of our students aren’t even finishing high school.""",mostly-true,State of the Union address,National; Education,Louis Jacobson,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/barack-obama/barack-obama-state-union-says-quarter-us-high-scho/
Rick Perry,"January 18, 2011",Says he’s the first Aggie governor of Texas.,true,his inaugural address.,Education; Texas,W. Gardner Selby,"January 19, 2011",https://www.politifact.com/factchecks/2011/jan/19/rick-perry/rick-perry-says-aggies-were-kept-out-governors-off/
Glenn Grothman,"December 29, 2010","""Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.""",false,news release,Education; State Budget; Wisconsin,James B. Nelson,"January 16, 2011",https://www.politifact.com/factchecks/2011/jan/16/glenn-grothman/wisconsin-state-sen-glenn-grothman-says-recent-res/
Robert Flanders,"December 17, 2010","""Every dropout costs us $72,000 for the life of that person.""",half-true,economic forum,Rhode Island; Economy; Education; Taxes,C. Eugene Emery Jr.,"January 16, 2011",https://www.politifact.com/factchecks/2011/jan/16/robert-flanders/education-chairman-says-each-high-school-dropout-c/
Mike Haridopolos,"January 12, 2011","""Whether you like to admit it or not, half our general revenue goes to education.""",true,comments to reporters.,Education; State Budget; Florida,Aaron Sharockman,"January 14, 2011",https://www.politifact.com/factchecks/2011/jan/14/mike-haridopolos/florida-senate-president-warns-education-funding-c/
Allen West,"January 2, 2011","""We had an amendment in the health care law that said the federal government is going to take over education.""",false,Fox News TV show,Education; Health Care; Florida,Amy Sherman,"January 11, 2011",https://www.politifact.com/factchecks/2011/jan/11/allen-west/west-says-feds-are-going-take-over-education/
Chain email,"January 7, 2011",Members of Congress and their families and staff are exempt from repaying student loans.,pants-fire,chain e-mail,National; Education,Angie Drobnic Holan,"January 11, 2011",https://www.politifact.com/factchecks/2011/jan/11/chain-email/do-members-congress-have-pay-back-student-loans-ye/
Jeb Bush,"January 3, 2011","""In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them can read.""",mostly-true,Wall Street Journal op-ed piece.,Education; Florida,Aaron Sharockman,"January 3, 2011",https://www.politifact.com/factchecks/2011/jan/03/jeb-bush/jeb-bush-touts-education-gains-wall-street-journal/
Mike Villarreal,"November 30, 2010","Texas ""children may have a teacher who never spent one minute practicing teaching.""",true,press release,Education; Texas,,"December 26, 2010",https://www.politifact.com/factchecks/2010/dec/26/mike-villarreal/rep-mike-villarreal-says-texas-students-may-have-t/
Rees Lloyd,"December 10, 2010","Portland Public Schools invites ""well-paid, well-fed school bureaucrats, administrators, teachers, other staff, non-needy students, affluent parents of students, and other adults, including on the other extreme the adult homeless, illegal aliens, fanatical Muslim terrorists, or drug addicted street people, to enjoy cheap breakfasts in taxpayer-paid school facilities amidst school children.""",mostly-false,website posting,Oregon; Education,Janie Har,"December 25, 2010",https://www.politifact.com/factchecks/2010/dec/25/rees-lloyd/portland-public-schools-invites-all-adults-cheap-1/
Boyd Richie,"December 13, 2010","Says Texas Republican leaders ""have proposed laying off thousands of teachers.""",mostly-false,press release.,Education; Jobs; Texas,W. Gardner Selby,"December 24, 2010",https://www.politifact.com/factchecks/2010/dec/24/boyd-richie/democratic-chairman-says-republican-leaders-are-ca/
Martin Kiar,"December 14, 2010","""You can go to Georgia and make about $6,000 more a year as a teacher.""",true,meeting,Education; Florida,Amy Sherman,"December 21, 2010",https://www.politifact.com/factchecks/2010/dec/21/martin-kiar/state-rep-kiar-says-teachers-georgia-earn-6000-mor/
Kitty Boitnott,"December 8, 2010","Teachers ""are working their third consecutive year -- some longer than that -- without salary increases.""",false,news conference.,Education; Virginia,Warren Fiske,"December 17, 2010",https://www.politifact.com/factchecks/2010/dec/17/kitty-boitnott/vea-president-kitty-boitnott-says-virginia-teacher/
Mt. Hood Community College,"December 9, 2010",Mt. Hood Community College is No. 1 on average and top faculty pay and benefits.,mostly-true,college's website,Oregon; Education; Income,Janie Har,"December 15, 2010",https://www.politifact.com/factchecks/2010/dec/15/mt-hood-community-college/mhcc-says-it-cant-afford-salaries-we-can-no-longer/
John Mica,"November 18, 2010","""On the question on the DREAM Act, no -- no to granting lower tuition to illegals.""",false,interview with MSNBC.,Immigration; Education; Florida,Aaron Sharockman,"December 14, 2010",https://www.politifact.com/factchecks/2010/dec/14/john-mica/florida-congressman-says-dream-act-means-lower-tui/
Donna Garner,"December 9, 2010","Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.""",pants-fire,newsletter,Education; Health Care; Texas,Ciara O'Rourke,"December 13, 2010",https://www.politifact.com/factchecks/2010/dec/13/donna-garner/conservative-education-activist-donna-garner-says-/
Organizing for America,"December 6, 2010","""An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.""",half-true,press release.,Immigration; Education; Families; Military; Texas,W. Gardner Selby,"December 10, 2010",https://www.politifact.com/factchecks/2010/dec/10/organizing-america/arm-democratic-national-committee-says-americans-o/
Beaverton,"November 17, 2010","Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",false,press release,Oregon; Education; Housing,Janie Har,"December 4, 2010",https://www.politifact.com/factchecks/2010/dec/04/city-beaverton/beaverton-school-district-claims-record-number-hom/
Todd Staples,"November 11, 2010","In ""the fall of 2009, only 21 percent of Texas high school graduates enrolled in a four-year public university.""",half-true,Web post.,Economy; Education; Texas,W. Gardner Selby,"December 3, 2010",https://www.politifact.com/factchecks/2010/dec/03/todd-staples/todd-staples-says-21-percent-2009-texas-high-schoo/
Angel Taveras,"November 27, 2010","Providence teachers ""can go five or six years without an evaluation.""",mostly-true,appearance on WPRI-12's Newsmakers,Rhode Island; Education,Cynthia Needham,"December 3, 2010",https://www.politifact.com/factchecks/2010/dec/03/angel-taveras/taveras-says-providence-teachers-go-five-or-six-ye/
Bob McDonnell,,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",true,,Education; Virginia,Wes Hester,"December 2, 2010",https://www.politifact.com/factchecks/2010/dec/02/bob-mcdonnell/bob-mcdonnell-says-virginia-college-tuitions-have-/
John Kasich,"November 3, 2010","""Ohio ranks 46th in the country in putting dollars in the classroom.""",mostly-true,news conference,Ohio; Education,Reginald Fields,"November 30, 2010",https://www.politifact.com/factchecks/2010/nov/30/john-kasich/gov-elect-john-kasich-says-ohios-classroom-educati/
Armond Budish,"November 17, 2010","""We (Democrats) have made steady progress creating jobs and improving our schools.""",half-true,news release,Ohio; Education; Jobs,Mark Naymik,"November 26, 2010",https://www.politifact.com/factchecks/2010/nov/26/armond-budish/rep-armond-budish-touts-democrat-efforts-jobs-educ/
Carole Smith,"November 8, 2010",Rebuilding three high schools will benefit 40 percent of Portland Public School students.,pants-fire,press briefing,Oregon; Education,Janie Har,"November 23, 2010",https://www.politifact.com/factchecks/2010/nov/23/carole-smith/portland-schools-superintendent-carole-smith-says-/
One Wisconsin Now,"November 9, 2010","In his first meeting with University of Wisconsin System officials, Republican Governor elect Scott Walker told them to prepare for cuts.",false,news release,Education; State Budget; Wisconsin,Dave Umhoefer,"November 18, 2010",https://www.politifact.com/factchecks/2010/nov/18/one-wisconsin-now/one-wisconsin-now-says-scott-walker-told-uw-regent/
Portland Community College,"November 8, 2010",Portland Community College serves more students than all of the state’s universities combined.,false,college's website,Oregon; Education,Ian K. Kullgren,"November 13, 2010",https://www.politifact.com/factchecks/2010/nov/13/portland-community-college/portland-community-college-tries-put-enrollment-nu/
Sonny Perdue,"October 26, 2010",Georgia's high school graduation rate topped 80 percent in 2010.,half-true,speeches at schools across the state,Georgia; Education,Willoughby Mariano,"November 12, 2010",https://www.politifact.com/factchecks/2010/nov/12/sonny-perdue/perdue-touts-states-rising-graduation-rates/
Bob Donovan,"September 29, 2010","In 2011, Milwaukee Public Schools ""will provide 77 cents in employee benefits for every dollar it spends on wages.""",mostly-true,news release,Education; Wisconsin,Tom Kertscher,"November 10, 2010",https://www.politifact.com/factchecks/2010/nov/10/bob-donovan/alderman-says-milwaukee-public-schools-spends-77-c/
Jim Doyle,"October 15, 2010",About 1 in 10 public school teachers in Wisconsin would have been laid off without federal stimulus funds.,mostly-false,interview with the BBC NewsHour,Education; Stimulus; Wisconsin,Dave Umhoefer,"November 8, 2010",https://www.politifact.com/factchecks/2010/nov/08/jim-doyle/wisconsin-gov-jim-doyle-says-10-percent-public-sch/
Committee for Florida's Education,"October 18, 2010","""Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.""",pants-fire,mailer,Education; Florida,Amy Sherman,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/committee-florida-education/group-claims-gelber-against-scholarships-jewish-sc/
Rick Boucher,"October 25, 2010","""Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.""",mostly-false,TV ad,Education; State Budget; Virginia,Warren Fiske,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/rick-boucher/morgan-griffith-says-rick-boucher-sent-education-m/
American Federation for Children,"October 27, 2010","Says state Senate candidate ""Monk Elmer voted to exceed the (school district property tax) spending caps.""",pants-fire,direct mail campaign piece,Education; Message Machine 2010; Taxes; Wisconsin,James B. Nelson,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/american-federation-children/group-says-state-senate-candidate-monk-elmer-voted/
Lloyd  Doggett,"October 27, 2010","""Donna Campbell has called for ending all federal funding for education""",mostly-true,campaign mailer,Education; Federal Budget; Taxes; Texas,Ciara O'Rourke,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/lloyd-doggett/rep-lloyd-doggett-says-donna-campbell-has-called-e/
Yes on 8,"October 18, 2010","""There currently are 825,000 student stations sitting empty across Florida in every district and at every grade level.""",mostly-true,website,Children; Education; Florida Amendments; Florida,Amy Sherman,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/yes-8/group-favor-amending-class-sizes-says-there-are-82/
Vote NO on 8,"October 18, 2010","""What is the maximum number of students allowed in your classroom? ... 30 or more!""",half-true,campaign mailer,Children; Education; Florida Amendments; Florida,Amy Sherman,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/vote-no-8/vote-no-group-claims-amendment-will-lead-classes-m/
Rick Scott,"October 20, 2010",Says Alex Sink's plans for governor include $12.5 billion in new spending.,false,Leadership Florida/Florida Press Association debate.,Education; State Budget; Transportation; Florida,Aaron Sharockman,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/21/rick-scott/rick-scott-says-alex-sink-practices-obama-math-bud/
Mark Kirk,"October 18, 2010","As state treasurer, Alexi Giannoulias ""lost $73 million in our kids’ college savings.""",half-true,TV ad,National; Economy; Education; Message Machine 2010,Robert Farley,"October 20, 2010",https://www.politifact.com/factchecks/2010/oct/20/mark-kirk/mark-kirk-campaign-ads-saya-alexi-giannoulias-lost/
Casey Cagle,"October 11, 2010","""We refused to balance the budget on the backs of our children.""",mostly-false,television ad,Georgia; Education,Eric Stirgus,"October 20, 2010",https://www.politifact.com/factchecks/2010/oct/20/casey-cagle/cagle-ad-says/
Frank Caprio,"October 6, 2010","Says Lincoln Chafee ""settled a union strike by giving the teachers a 19-percent-raise.""",half-true,gubernatorial debate,Rhode Island; Economy; Education,C. Eugene Emery Jr.,"October 14, 2010",https://www.politifact.com/factchecks/2010/oct/14/frank-caprio/caprio-says-chafee-gave-warwick-teachers-19-percen/
Chris Dudley,"September 30, 2010",Says Oregon ranks 43rd in education.,mostly-true,KGW/The Oregonian debate,Oregon; Education,Ian K. Kullgren,"October 7, 2010",https://www.politifact.com/factchecks/2010/oct/07/chris-dudley/first-debate-john-kitzhaber-chris-dudley-says-oreg/
Alex Sink,"September 17, 2010","When Tallahassee politicians and bureaucrats tried to run our schools, ""I've stood up to them to protect local control.""",mostly-true,TV ad,Children; Education; Message Machine 2010; Florida,Amy Sherman,"September 30, 2010",https://www.politifact.com/factchecks/2010/sep/30/alex-sink/alex-sink-says-she-stood-local-control-schools/
Barack Obama,"September 27, 2010","""We now have our kids go to school about a month less than most other advanced countries.""",half-true,TV interview,National; Education,Robert Farley,"September 30, 2010",https://www.politifact.com/factchecks/2010/sep/30/barack-obama/president-barack-obama-says-kids-us-go-school-abou/
David Axelrod,"September 26, 2010","The GOP's ""Pledge to America"" includes ""a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.""",half-true,interview on ABC's This Week with Christiane Amanpour,National; Education; Federal Budget; This Week - ABC News,Louis Jacobson,"September 27, 2010",https://www.politifact.com/factchecks/2010/sep/27/david-axelrod/david-axelrod-says-gop-pledge-would-cut-education-/
Kendra Yarbrough Camarena,"September 14, 2010","""Austin politicians want to cram more kids into classrooms so they don't have to make the tough decisions to balance the budget.""",mostly-false,TV ad.,Education; Message Machine 2010; Texas,W. Gardner Selby,"September 25, 2010",https://www.politifact.com/factchecks/2010/sep/25/kendra-yarbrough-camarena/kendra-yarbrough-camarena-democrat-texas-house-say/
Sarah Copelin-Wood,"July 3, 2010","""I have given $30,000 of my unused travel expenses over the years to supplement the school system's general budget.""",half-true,newspaper article,Georgia; Education,Eric Stirgus,"September 22, 2010",https://www.politifact.com/factchecks/2010/sep/22/sarah-copelin-wood/dekalb-official-says-shes-no-big-travel-spender/
Alex Sink,"September 1, 2010","""Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.""",mostly-true,figures cites on campaign website,Education; Florida,Laura  Figueroa,"September 21, 2010",https://www.politifact.com/factchecks/2010/sep/21/alex-sink/alex-sink-florida-spends-300-million-students-held/
Republican Governors Association,"September 14, 2010","Roy Barnes ""made Georgia dead last in education"" and Georgia ""led the nation in job losses.""",half-true,television ad,Georgia; Economy; Education; Message Machine 2010,Eric Stirgus,"September 21, 2010",https://www.politifact.com/factchecks/2010/sep/21/republican-governors-association/tv-ads-clash-barnes-record/
Republican Party of Georgia,"September 7, 2010","""Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.""",mostly-false,GOP press release,Georgia; Education,Jim Tharpe,"September 20, 2010",https://www.politifact.com/factchecks/2010/sep/20/GaGOP/republican/
National Republican Congressional Committee,"September 12, 2010","""700 jobs (were) lost because Allen Boyd"" voted for the health care bill.",mostly-false,TV ad.,Education; Elections; Health Care; Message Machine 2010; Florida,Aaron Sharockman,"September 16, 2010",https://www.politifact.com/factchecks/2010/sep/16/national-republican-congressional-committee/allen-boyd-cost-sallie-mae-employees-their-jobs-he/
Barack Obama,"September 5, 2010","John Boehner said the jobs of ""teachers and nurses and police officers and firefighters"" are ""'government jobs' that weren't worth saving.""",mostly-false,speech on Labor Day,National; Economy; Education; States,Angie Drobnic Holan,"September 8, 2010",https://www.politifact.com/factchecks/2010/sep/08/barack-obama/obama-says-boehner-doesnt-think-jobs-teachers-poli/
Randi Weingarten,"August 29, 2010","""The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.""",half-true,"ABC's ""This Week""",National; Education; This Week - ABC News,Robert Farley,"September 2, 2010",https://www.politifact.com/factchecks/2010/sep/02/randi-weingarten/randi-weingarten-says-students-strong-union-states/
Harry Reid,"August 23, 2010","Sharron Angle ""would eliminate the Department of Education.""",true,campaign commercial,National; Education; Legal Issues; Message Machine 2010; States,Louis Jacobson,"September 1, 2010",https://www.politifact.com/factchecks/2010/sep/01/harry-reid/harry-reid-says-sharron-angle-wants-eliminate-educ/
Jamie Oliver,"August 29, 2010","McDonald's in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",half-true,"roundtable discussion on ABC's ""This Week with Christiane Amanpour.""",National; Education; Food Safety; This Week - ABC News,Robert Farley,"August 31, 2010",https://www.politifact.com/factchecks/2010/aug/31/jamie-oliver/chef-jamie-oliver-praises-mcdonalds-england/
Arne Duncan,"August 29, 2010","""In this country, we have a 25 percent dropout rate.""",half-true,"interview on ABC's ""This Week with Christiane Amanpour""",National; Education; This Week - ABC News,Louis Jacobson,"August 30, 2010",https://www.politifact.com/factchecks/2010/aug/30/arne-duncan/education-secretary-arne-duncan-says-one-quarter-u/
Laura Tyson,"August 15, 2010","The United States is ""number 14, number 15"" in college graduation rates, and ""we're leading the world in high school dropout rates.""",half-true,interview on ABC's ''This Week with Christiane Amanpour.'',National; Education; This Week - ABC News,Louis Jacobson,"August 17, 2010",https://www.politifact.com/factchecks/2010/aug/17/laura-tyson/laura-tyson-correct-us-lag-college-grads-overstate/
Laura Tyson,"August 15, 2010","""Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.""",mostly-true,"interview on ABC's ""This Week with Christiane Amanpour''",National; Economy; Education; This Week - ABC News,Louis Jacobson,"August 17, 2010",https://www.politifact.com/factchecks/2010/aug/17/laura-tyson/laura-tyson-says-college-grads-have-just-45-percen/
Barack Obama,"August 9, 2010","""The unemployment rate for folks who've never gone to college is almost double what it is for those who have.""",true,speech at the University of Texas at Austin,Economy; Education; Texas,Ciara O'Rourke,"August 17, 2010",https://www.politifact.com/factchecks/2010/aug/17/barack-obama/president-barack-obama-says-unemployment-rate-thos/
Rebecca Bell-Metereau,"August 9, 2010","Ken Mercer ""wants Sean Hannity and James Dobson included in social studies texts.""",mostly-false,campaign flier,Education; Texas,Meghan Ashford-Grooms,"August 14, 2010",https://www.politifact.com/factchecks/2010/aug/14/rebecca-bell-metereau/rebecca-bell-metereau-says-ken-mercer-wants-sean-h/
Nancy Pelosi,"August 10, 2010","A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes.""",mostly-false,news release,National; Children; Education; Families; Federal Budget; Health Care; States; Stimulus; Taxes,Louis Jacobson,"August 13, 2010",https://www.politifact.com/factchecks/2010/aug/13/nancy-pelosi/nancy-pelosi-says-state-local-aid-bill-fully-paid-/
Peter Kilmartin,"June 28, 2010","For every $1 spent on afterschool programs, ""we can save over $5, almost $6, in crime costs down the line.""",half-true,speech at the state Democratic convention,Rhode Island; Economy; Education; Crime; Poverty,C. Eugene Emery Jr.,"July 30, 2010",https://www.politifact.com/factchecks/2010/jul/30/peter-kilmartin/kilmartin-claims-1-spent-afterschool-programs-save/
Mark Dayton,"July 14, 2010","""Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.""",half-true,campaign ad,National; Children; Education; Message Machine 2010,Erin Mershon,"July 29, 2010",https://www.politifact.com/factchecks/2010/jul/29/mark-dayton/mark-dayton-says-gov-tim-pawlenty-cut-education-sp/
Leticia Van de Putte,"June 25, 2010","Says Bill White's program to bring dropouts back to school was ""so successful that almost every city in our state has replicated"" it.",half-true,speech at the Texas Democratic Party convention,Education; Texas,Meghan Ashford-Grooms,"July 27, 2010",https://www.politifact.com/factchecks/2010/jul/27/leticia-van-de-putte/leticia-van-de-putte-says-bill-whites-efforts-cut-/
Yvette McGee Brown,"June 22, 2010","""Education Week rates Ohio schools in the top five in the nation.""",true,campaign speech,Ohio; Education,Reginald Fields,"July 24, 2010",https://www.politifact.com/factchecks/2010/jul/24/yvette-mcgee-brown/lieutenant-governor-candidate-mcgee-brown-boasts-o/
Ted Strickland,"July 6, 2010","""In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.""",false,campaign speech,Ohio; Education,Aaron Marshall,"July 23, 2010",https://www.politifact.com/factchecks/2010/jul/23/ted-strickland/ted-stricklands-claim-about-increased-school-fundi/
