statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Americans For Tax Reform,"January 10, 2011","Recommendations for a major tax overhaul for Georgia are an ""overall tax hike.""",mostly-false,a news release.,Georgia; Taxes,Willoughby Mariano,"January 28, 2011",https://www.politifact.com/factchecks/2011/jan/28/americans-tax-reform/anti-tax-group-says-georgia-overhaul-hike/
Chris Abele,"March 18, 2011","Says he ""helped lead an outside audit that’ll save (Milwaukee County) taxpayers over $200 million.""",false,television ad,Candidate Biography; State Budget; Taxes; Wisconsin,Tom Kertscher,"January 27, 2011",https://www.politifact.com/factchecks/2011/jan/27/chris-abele/milwaukee-county-executive-candidate-chris-abele-s/
Michele Bachmann,"January 25, 2011","The federal government ""may put 16,500 IRS agents in charge of policing President Obama's health care bill.""",half-true,rebuttal to the State of the Union address,National; Federal Budget; Health Care; Taxes,Louis Jacobson,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/michele-bachmann/michele-bachmann-repeats-claim-health-care-bill-wi/
Cory Mason,"January 13, 2011","""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation""",mostly-false,news release,Small Business; Taxes; Wisconsin,Tom Kertscher,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/cory-mason/wisconsin-state-rep-cory-mason-says-republican-bil/
Barack Obama,"January 25, 2011","The United States has ""one of the highest corporate tax rates in the world.""",true,State of the Union address,National; Corporations; Economy; Taxes,Louis Jacobson,"January 26, 2011",https://www.politifact.com/factchecks/2011/jan/26/barack-obama/barack-obama-state-union-says-us-corporate-tax-rat/
Paul Krugman,"January 6, 2011","Says that ""data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New York’s, about as bad as California’s, but not quite up to New Jersey levels.""",mostly-true,op-ed column.,State Budget; Taxes; Texas,W. Gardner Selby,"January 21, 2011",https://www.politifact.com/factchecks/2011/jan/21/paul-krugman/paul-krugman-compares-projected-shortfalls-texas-c/
Jay Hottinger,"January 11, 2011","""Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didn't envision that the tax man would visit on the day of your death.""",false,speech,Ohio; History; State Budget; Taxes,Tom Feran,"January 21, 2011",https://www.politifact.com/factchecks/2011/jan/21/jay-hottinger/rep-jay-hottingers-assessment-founding-father-unfo/
Scott Walker,"January 5, 2011","In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",false,news release,Small Business; Taxes; Wisconsin,Dave Umhoefer,"January 18, 2011",https://www.politifact.com/factchecks/2011/jan/18/scott-walker/wisconsin-gov-scott-walker-says-his-tax-cut-plan-w/
Robert Flanders,"December 17, 2010","""Every dropout costs us $72,000 for the life of that person.""",half-true,economic forum,Rhode Island; Economy; Education; Taxes,C. Eugene Emery Jr.,"January 16, 2011",https://www.politifact.com/factchecks/2011/jan/16/robert-flanders/education-chairman-says-each-high-school-dropout-c/
Eric Cantor,"January 6, 2011","The health care reform law ""offset[s] 6 years of benefits with 10 years of tax increases.""",half-true,statement.,Health Care; Taxes; Virginia,Wes Hester,"January 15, 2011",https://www.politifact.com/factchecks/2011/jan/15/eric-cantor/cantor-says-health-care-reform-collects-1o-years-t/
Chris Abele,"March 18, 2011","""I have fought for our shared values without being an ideologue or a partisan""",mostly-false,television ad,Candidate Biography; State Budget; Taxes; Wisconsin,Dave Umhoefer,"January 13, 2011",https://www.politifact.com/factchecks/2011/jan/13/chris-abele/milwaukee-county-executive-candidate-chris-abele-s/
Lloyd  Doggett,"December 12, 2010","""The richest 1 percent of America will get a bigger tax cut through this bill than the family income of the average family here in Central Texas.""",mostly-true,interview.,Taxes; Texas,W. Gardner Selby,"January 7, 2011",https://www.politifact.com/factchecks/2011/jan/07/lloyd-doggett/lloyd-doggett-says-richest-americans-getting-bigge/
Pat Toomey,"January 2, 2011","""We have the highest (corporate tax rates) in the world right now.""",mostly-true,"interview on NBC's ""Meet the Press""",National; Taxes,Louis Jacobson,"January 3, 2011",https://www.politifact.com/factchecks/2011/jan/03/pat-toomey/pat-toomey-says-us-has-highest-corporate-tax-rates/
Mary  Olson,"December 8, 2010","Says ""there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.""",half-true,Clackamas County Board of Commissioners hearing,Oregon; Taxes,Janie Har,"December 31, 2010",https://www.politifact.com/factchecks/2010/dec/31/mary-olson/does-clackamas-county-plan-turn-5-year-vehicle-reg/
Bobby  Scott,"December 16, 2010","The tax-cut deal ""adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act"" and about the same as health care reform.",mostly-true,news release.,Deficit; Federal Budget; Health Care; Stimulus; Taxes; Virginia,Wes Hester,"December 27, 2010",https://www.politifact.com/factchecks/2010/dec/27/bobby-scott/rep-bobby-scott-says-tax-deal-costs-same-health-ca/
Sherrod Brown,"December 9, 2010","The tax cut deal is giving ""$700 billion to millionaires and billionaires.""",false,CNN interview,Ohio; Deficit; Economy; Taxes,Stephen Koff,"December 15, 2010",https://www.politifact.com/factchecks/2010/dec/15/sherrod-brown/sen-sherrod-brown-overstates-amount-millionaires-a/
Bernie Sanders,"December 13, 2010","Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax.""",true,Twitter message,National; Taxes,Robert Farley,"December 14, 2010",https://www.politifact.com/factchecks/2010/dec/14/bernie-sanders/sen-bernie-sanders-says-997-american-families-woul/
Jim DeMint,"December 7, 2010","The Obama-GOP compromise ""raises taxes, it raises the death tax.""",mostly-false,radio interview,National; Federal Budget; Taxes,Robert Farley,"December 13, 2010",https://www.politifact.com/factchecks/2010/dec/13/jim-demint/sen-jim-demint-says-proposed-tax-compromise-includ/
Mark Brodeur,"December 2, 2010",Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,mostly-true,Providence Journal story,Rhode Island; Economy; State Budget; States; Taxes,C. Eugene Emery Jr.,"December 12, 2010",https://www.politifact.com/factchecks/2010/dec/12/mark-brodeur/tourism-director-says-rhode-island-spends-just-10-/
Jim Moran,"December 2, 2010","The Bush-era tax cuts failed to increase employment and ""work-force participation fell in 2001 and has never returned to the record level set in 2000.""",mostly-true,news release.,Jobs; Taxes; Virginia,Wes Hester,"December 11, 2010",https://www.politifact.com/factchecks/2010/dec/11/jim-moran/rep-jim-moran-says-bush-tax-cuts-did-not-improve-e/
Bernie Sanders,"November 30, 2010","""Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.""",false,Senate floor speech,National; Corporations; Taxes,Louis Jacobson,"December 10, 2010",https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-filibuster-exxon-mobil/
Jim Zehringer,"November 16, 2010","""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",true,news conference,Agriculture; Ohio; Economy; Taxes,Joe Guillen,"December 9, 2010",https://www.politifact.com/factchecks/2010/dec/09/jim-zehringer/rep-jim-zehringer-point-comment-loss-family-farms-/
Barack Obama,"December 7, 2010","""There are polls showing right now that the American people for the most part think it's a bad idea to provide tax cuts to the wealthy.""",mostly-true,press conference,National; Taxes,Louis Jacobson,"December 7, 2010",https://www.politifact.com/factchecks/2010/dec/07/barack-obama/barack-obama-says-american-public-believes-its-bad/
Dennis Kucinich,"November 10, 2010","""We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.""",false,news release,Ohio; Consumer Safety; Food Safety; Health Care; Taxes,Tom Feran,"December 6, 2010",https://www.politifact.com/factchecks/2010/dec/06/dennis-kucinich/rep-dennis-kucinich-assails-tax-deductions-fast-fo/
Jeff Fitzgerald,"November 29, 2010","""In 2009, Jim Doyle and the Democrats rushed through a budget repair bill with billions in tax increases and held no public hearings.""",mostly-false,news release,State Budget; Taxes; Wisconsin,Dave Umhoefer,"December 5, 2010",https://www.politifact.com/factchecks/2010/dec/05/jeff-fitzgerald/jeff-fitzgerald-says-gov-jim-doyle-and-democrats-r/
National Association of Manufacturers,"December 2, 2010","Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",half-true,statement,National; Economy; Taxes,Louis Jacobson,"December 3, 2010",https://www.politifact.com/factchecks/2010/dec/03/national-association-manufacturers/national-association-manufacturers-cites-cbo-suppo/
John Boehner,"December 1, 2010","""The American people spoke pretty loudly. They said stop all the looming tax hikes....""",false,comments to reporters,National; Taxes,Louis Jacobson,"December 2, 2010",https://www.politifact.com/factchecks/2010/dec/02/john-boehner/john-boehner-says-american-people-spoke-pretty-lou/
Sarah Palin,"December 1, 2010","""Pls refer to Jan.1 tax changes appropriately: they're OBAMA TAX HIKES & they'll slam every American's savings, investments & job opportunity""",false,Twitter message,National; Taxes,Angie Drobnic Holan,"December 2, 2010",https://www.politifact.com/factchecks/2010/dec/02/sarah-palin/obama-tax-hikes-just-easily-call-them-bush-tax-hik/
National Republican Senatorial Committee,"November 30, 2010","Says Sen. Sherrod Brown voted to keep ""an extreme, job-killing Internal Revenue Service paperwork mandate.""",mostly-false,news release,Ohio; Jobs; Voting Record; Taxes,Stephen Koff,"December 2, 2010",https://www.politifact.com/factchecks/2010/dec/02/national-republican-senatorial-committee/republicans-get-early-jump-2012-campaign-season-at/
Alan Grayson,"November 17, 2010","""The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.""",mostly-true,speech on the House floor.,Taxes; Florida,Aaron Sharockman,"November 30, 2010",https://www.politifact.com/factchecks/2010/nov/30/alan-grayson/alan-grayson-going-down-swinging-bush-tax-cut-exte/
Eric Cantor,"November 3, 2010",Letting the Bush tax cuts expire would raise taxes on small businesses.,mostly-false,TV interview.,Economy; Small Business; Taxes; Virginia,Warren Fiske,"November 26, 2010",https://www.politifact.com/factchecks/2010/nov/26/eric-cantor/eric-cantor-says-expiration-bush-tax-cuts-will-rai/
Sheldon Whitehouse,"September 27, 2010","""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",true,speech on the Senate floor.,Rhode Island; Economy; Jobs; Taxes,C. Eugene Emery Jr.,"November 21, 2010",https://www.politifact.com/factchecks/2010/nov/21/sheldon-whitehouse/whitehouse-says-companies-get-tax-break-moving-job/
Michele Bachmann,"November 16, 2010","Small businesses that have ""$250,000 in gross sales for the business. They're the ones that are looking at massive tax increases.""",pants-fire,"interview on ""Good Morning America.""",National; Small Business; Taxes,Angie Drobnic Holan,"November 17, 2010",https://www.politifact.com/factchecks/2010/nov/17/michele-bachmann/michele-bachmann-250000-gross-sales-tax-increase/
Paul Krugman,"November 14, 2010","A proposal to reduce the deficit ""involved large tax cuts for the top bracket.""",half-true,"""This Week with Christiane Amanpour""",National; Federal Budget; This Week - ABC News; Taxes,Angie Drobnic Holan,"November 17, 2010",https://www.politifact.com/factchecks/2010/nov/17/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-suggest/
Kent Conrad,"November 14, 2010","Federal spending is ""the highest it's been as a share of our economy in 60 years (and) revenue is the lowest it's been as a share of our economy in 60 years.""",true,"interview on ABC's ""This Week with Christiane Amanpour""",National; Economy; Federal Budget; This Week - ABC News; Taxes,Louis Jacobson,"November 15, 2010",https://www.politifact.com/factchecks/2010/nov/15/kent-conrad/kent-conrad-says-federal-spendings-share-gdp-60-ye/
Mark Warner,"November 11, 2010","$65 billion ""would be added to the deficit if we keep the cuts for people on the highest incomes.""",mostly-true,n Op/Ed,Federal Budget; Taxes; Virginia,Wes Hester,"November 14, 2010",https://www.politifact.com/factchecks/2010/nov/14/mark-warner/warner-says-deficit-would-grow-65-billion-if-we-ke/
Lincoln Chafee,"November 3, 2010","Experts say the property tax ""is the most harmful to economic growth and . . . the sales tax is least harmful.""",mostly-false,news conference,Rhode Island; Economy; Taxes,C. Eugene Emery Jr.,"November 14, 2010",https://www.politifact.com/factchecks/2010/nov/14/lincoln-chafee/chafee-quotes-experts-saying-sales-tax-increase-wo/
George W. Bush,"November 8, 2010","""My debt to GDP was the lowest or one of the lowest of modern presidents. My taxes to GDP was the lowest and my spending to GDP"" was too.",mostly-true,"interview on NBC's ""Today Show""",National; Deficit; Federal Budget; History; Taxes,Louis Jacobson,"November 13, 2010",https://www.politifact.com/factchecks/2010/nov/13/george-w-bush/former-president-george-w-bush-defends-his-fiscal-/
Americans For Tax Reform,"November 3, 2010","""It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Strickland's income tax hike was defeated soundly on Tuesday.""",mostly-true,news release,Ohio; Elections; Taxes,Aaron Marshall,"November 12, 2010",https://www.politifact.com/factchecks/2010/nov/12/americans-tax-reform/anti-tax-group-says-lone-ohio-incumbent-break-tax-/
Chain email,"October 31, 2010","""Pres. Obama's finance team is recommending a . . . 1% tax on all transactions at any financial institution.""",pants-fire,message via the Internet,Rhode Island; Deficit; Economy; Taxes,C. Eugene Emery Jr.,"November 12, 2010",https://www.politifact.com/factchecks/2010/nov/12/chain-email/e-mail-claims-obamas-financial-team-wants-1-percen/
George Voinovich,"November 8, 2010",Says that the federal gas tax has not been raised since 1993.,true,news release,Ohio; Infrastructure; Jobs; Transportation; Taxes,Stephen Koff,"November 11, 2010",https://www.politifact.com/factchecks/2010/nov/11/george-voinovich/sen-george-voinovich-suggests-25-cent-increase-rev/
Tim Kaine,"September 19, 2010","Republican plan to extend Bush tax cuts ""would double deficit projections going forward for the next couple of decades.""",mostly-true,TV interview.,Deficit; Federal Budget; Taxes; Virginia,Warren Fiske,"November 11, 2010",https://www.politifact.com/factchecks/2010/nov/11/tim-kaine/kaine-says-republican-effort-extend-bush-tax-cuts-/
Mike Pence,"November 7, 2010","""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.""",false,"interview on ""This Week with Christiane Amanpour.""",National; This Week - ABC News; Taxes,Angie Drobnic Holan,"November 9, 2010",https://www.politifact.com/factchecks/2010/nov/09/mike-pence/mike-pence-says-raising-taxes-lowers-tax-revenues/
Bobby  Scott,"October 12, 2010","""If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.""",false,statement,Deficit; Federal Budget; Taxes; Virginia,Wes Hester,"November 5, 2010",https://www.politifact.com/factchecks/2010/nov/05/bobby-scott/bobby-scott-said-budget-will-be-close-balanced-fou/
Rick Perry,"October 15, 2010",Says he has a track record of not raising taxes.,false,interview,Taxes; Texas,Meghan Ashford-Grooms,"November 1, 2010",https://www.politifact.com/factchecks/2010/nov/01/rick-perry/gov-rick-perry-says-he-has-track-record-not-raisin/
Matt Wand,"October 24, 2010",Says Nick Kahl made it harder for many families to cover basic health care expenses.,mostly-false,campaign mailer,Oregon; Health Care; Taxes,Ian K. Kullgren,"October 31, 2010",https://www.politifact.com/factchecks/2010/oct/31/matt-wand/republicans-try-turn-health-care-tax-and-children-/
Valinda Bolton,"October 29, 2010","""Paul Workman wants to raise the sales tax.""",false,mailer,Taxes; Texas,Ciara O'Rourke,"October 31, 2010",https://www.politifact.com/factchecks/2010/oct/31/valinda-bolton/rep-valinda-bolton-says-paul-workman-wants-raise-s/
Jason Isaac,"October 17, 2010","Patrick Rose ""voted to explore a state income tax.""",pants-fire,TV ad.,Message Machine 2010; Voting Record; Taxes; Texas,W. Gardner Selby,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/jason-isaac/jason-isaac-says-patrick-rose-voted-explore-state-/
Wisconsin Manufacturers and Commerce,"October 29, 2010","Says four Democratic state senators voted to ""raise taxes on Wisconsin workers by another $510 a month so freeloaders can get free state-run health care.""",half-true,campaign TV ad,Health Care; Message Machine 2010; Taxes; Wisconsin,Tom Kertscher,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/wisconsin-manufacturers-and-commerce/group-says-four-wisconsin-senators-voted-raise-tax/
Taxpayer Association of Oregon,"October 29, 2010","Says ""Richard Devlin raised your taxes by $1 billion in a single day.""",half-true,campaign mailer,Oregon; Taxes,Janie Har,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/30/taxpayer-association-oregon/anti-tax-group-claims-richard-devlin-raised-taxes-/
Jeff Brandes,"October 12, 2010","Bill Heller ""raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.""",mostly-true,campaign video,Message Machine 2010; Taxes; Florida,David DeCamp,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/jeff-brandes/jeff-brandes-accuses-incumbent-state-rep-bill-hell/
American Federation for Children,"October 27, 2010","Says state Senate candidate ""Monk Elmer voted to exceed the (school district property tax) spending caps.""",pants-fire,direct mail campaign piece,Education; Message Machine 2010; Taxes; Wisconsin,James B. Nelson,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/american-federation-children/group-says-state-senate-candidate-monk-elmer-voted/
Lloyd  Doggett,"October 27, 2010","""Donna Campbell has called for ending all federal funding for education""",mostly-true,campaign mailer,Education; Federal Budget; Taxes; Texas,Ciara O'Rourke,"October 28, 2010",https://www.politifact.com/factchecks/2010/oct/28/lloyd-doggett/rep-lloyd-doggett-says-donna-campbell-has-called-e/
Tom Perriello,"August 18, 2010","Says Robert Hurt ""supports the tax loopholes that send American jobs overseas.""",false,TV ad,Economy; Jobs; Message Machine 2010; Taxes; Virginia,Michael Martz,"October 25, 2010",https://www.politifact.com/factchecks/2010/oct/25/tom-perriello/perriello-hurt-taxpayer-pledge-loophole-overseas/
Kendrick Meek,"October 24, 2010","""Middle-class families throughout America (would) have to pay $6,000 per year"" to pay for tax cuts for the wealthy.",false,debate,Federal Budget; Taxes; Florida,Angie Drobnic Holan,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/kendrick-meek/kendrick-meek-said-tax-cuts-wealthy-would-cost-mid/
Chris Dudley,"October 14, 2010",Says John Kitzhaber wants a sales tax so people without jobs pay taxes.,pants-fire,television ad,Oregon; Jobs; Message Machine 2010; Taxes,Janie Har,"October 23, 2010",https://www.politifact.com/factchecks/2010/oct/23/chris-dudley/chris-dudley-says-john-kitzhaber-wants-sales-tax-s/
Kathie Glass,"October 19, 2010","Says Rick Perry recently said he ""wanted another (Texas) business tax.""",pants-fire,debate.,State Budget; Taxes; Texas,W. Gardner Selby,"October 23, 2010",https://www.politifact.com/factchecks/2010/oct/23/kathie-glass/kathie-glass-says-rick-perry-told-houston-newspape/
SEIU,"October 20, 2010","""You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.""",half-true,campaign commercial,National; Message Machine 2010; Retirement; Taxes,Louis Jacobson,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/21/service-employees-international-union-committee-po/seiu-blasts-indiana-gop-challenger-todd-young-over/
Chain email,"October 7, 2010",Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,pants-fire,chain e-mail.,Elections; Taxes; Texas,W. Gardner Selby,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/21/chain-email/chain-e-mail-says-voters-should-beware-texas-propo/
Alexi Giannoulias,"October 15, 2010","""Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployment’s not that big an issue.""",mostly-false,TV ad,National; Candidate Biography; Economy; Message Machine 2010; Military; Taxes,Robert Farley,"October 19, 2010",https://www.politifact.com/factchecks/2010/oct/19/alexi-giannoulias/alexi-giannoulias-attacks-mark-kirk-oon-issue-tax-/
Jack Conway,"October 15, 2010","Rand Paul wants ""to end all federal faith-based initiatives, and even end the deduction for religious charities.""",mostly-true,campaign commercial,National; Message Machine 2010; Religion; Taxes,Louis Jacobson,"October 19, 2010",https://www.politifact.com/factchecks/2010/oct/19/jack-conway/jack-conway-says-rand-paul-would-end-faith-based-i/
Scott Bruun,"October 8, 2010","Says Kurt Schrader ""cast the deciding vote that failed to extend tax cuts for Oregon’s middle-class families and small businesses.""",false,e-mail,Oregon; Taxes,Ian K. Kullgren,"October 19, 2010",https://www.politifact.com/factchecks/2010/oct/19/scott-bruun/scott-bruun-says-kurt-schrader-was-deciding-vote-n/
Blanche Lincoln,"September 20, 2010","""John Boozman is excited about putting a 23 percent national sales tax on everything you buy.""",half-true,TV ad,National; Message Machine 2010; Taxes,Robert Farley,"October 15, 2010",https://www.politifact.com/factchecks/2010/oct/15/blanche-lincoln/blanche-lincoln-ad-highlights-23-percent-sales-tax/
Casey Cagle,"September 5, 2010",Georgia lawmakers balanced the budget without raising taxes on residents.,mostly-true,speech,Georgia; Taxes,Eric Stirgus,"October 15, 2010",https://www.politifact.com/factchecks/2010/oct/15/casey-cagle/cagle-budget-claim-gets-scrutiny/
Jeff  Atwater,"October 13, 2010","Loranne ""Ausley's a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.""",false,TV ad.,Message Machine 2010; Taxes; Florida,Aaron Sharockman,"October 14, 2010",https://www.politifact.com/factchecks/2010/oct/14/jeff-atwater/loranne-ausleys-tax-record-center-stage-state-cfo-/
Christine O'Donnell,"October 11, 2010","""One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.""",mostly-true,campaign video,National; Message Machine 2010; Taxes,Robert Farley,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/13/christine-odonnell/christine-odonnell-ad-accuses-chris-coons-proposin/
Christine O'Donnell,"October 11, 2010","Delaware Democratic Senate candidate Chris Coons ""thought that a 911 call should be taxed.""",mostly-false,campaign commercial,National; Message Machine 2010; Public Safety; Technology; Taxes,Louis Jacobson,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/13/christine-odonnell/christine-odonnell-attacks-chris-coons-raising-tax/
John Kasich,"October 4, 2010","""(Strickland) raised taxes last year to the tune of $840 million.""",mostly-true,news conference,Ohio; Taxes,Reginald Fields,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/13/john-kasich/gop-challengers-labels-ohio-gov-ted-stricklands-ta/
Rick Perry,"September 15, 2010","""Houston suffered $1.7 billion in operating losses under Mayor Bill White.""",half-true,television ad,Economy; Message Machine 2010; Taxes; Texas,Meghan Ashford-Grooms,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/13/rick-perry/rick-perry-says-houston-had-17-billion-operating-l/
Armond Budish,"September 22, 2010","""Never once did they (House Republicans) actually cut spending or reduce the state budget. Even when they cut taxes in 2005, they increased spending.  They never paid for their tax cuts.""",mostly-true,news conference,Ohio; State Budget; Taxes,Aaron Marshall,"October 12, 2010",https://www.politifact.com/factchecks/2010/oct/12/armond-budish/ohio-house-speaker-armond-budish-raps-republicans-/
Allen Boyd,"September 27, 2010","""Steve Southerland did not pay his taxes in '05, '06, '07, '08 or '09.""",false,TV ad,Message Machine 2010; Taxes; Florida,Robert Farley,"October 11, 2010",https://www.politifact.com/factchecks/2010/oct/11/allen-boyd/allen-boyd-campaign-ad-claims-steve-southerland-di/
Leah Vukmir,"October 9, 2010","In 2009, ""the state Legislature passed more than $5 billion in tax increases.""",false,campaign brochure distributed door to door,Message Machine 2010; State Budget; Taxes; Wisconsin,Tom Kertscher,"October 11, 2010",https://www.politifact.com/factchecks/2010/oct/11/leah-vukmir/gop-state-senate-candidate-leah-vukmir-says-legisl/
Patrick Rose,"September 24, 2010","Says Republican opponent Jason Isaac is peddling a plan meaning Texans ""would pay the highest sales taxes in America, up to 14.5 percent.""",mostly-false,TV ad.,Message Machine 2010; Taxes; Texas,W. Gardner Selby,"October 9, 2010",https://www.politifact.com/factchecks/2010/oct/09/patrick-rose/state-rep-patrick-rose-says-gop-challegner-jason-i/
Marco Rubio,"October 6, 2010","""The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.""",mostly-true,ABC News U.S. Senate debate.,State Budget; Taxes; Florida,Aaron Sharockman,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/08/marco-rubio/marco-rubio-counters-earmark-attacks-says-he-propo/
Blue Oregon,"September 30, 2010","Says ""Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregon's children.""",true,website posting,Oregon; Health Care; Taxes,Ian K. Kullgren,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/08/blue-oregon/liberal-website-says-rep-jim-weidner-tried-take-he/
Ohio Democratic Party,"October 6, 2010","""Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.""",mostly-false,statement posted on a website,Ohio; Taxes,Tom Feran,"October 6, 2010",https://www.politifact.com/factchecks/2010/oct/06/ohio-democratic-party/ohio-democratic-party-charges-tom-ganley-supports-/
Lynn Howe,"October 5, 2010",Says Sal Esquivel wants a 5 percent state sales tax on groceries.,pants-fire,campaign mailer,Oregon; Taxes,Janie Har,"October 6, 2010",https://www.politifact.com/factchecks/2010/oct/06/lynn-howe/lynn-howe-says-sal-esquivel-wants-tax-milk-bread-e/
American Crossroads,"September 22, 2010","Says Lee Fisher ""wanted a $1.1 billion tax increase which could have driven countless jobs out of state.""",half-true,election ad,Ohio; Economy; Message Machine 2010; Stimulus; Taxes,Tom Feran,"October 5, 2010",https://www.politifact.com/factchecks/2010/oct/05/american-crossroads/american-crossroads-attacks-lee-fisher-support-11-/
Promote Oregon Leadership PAC (Oregon House Republicans),"September 27, 2010",Says Will Rasmussen supported a sales tax as recently as last spring.,false,e-mail,Oregon; Taxes,Ian K. Kullgren,"October 5, 2010",https://www.politifact.com/factchecks/2010/oct/05/promote-oregon-leadership-pac-oregon-house-republi/house-republicans-accuse-will-rasmussen-supporting/
Chain email,"September 30, 2010","Peter DeFazio ""will sneak in a 1 percent tax on all banking transactions.""",pants-fire,a chain e-mail,Oregon; Taxes,Janie Har,"October 1, 2010",https://www.politifact.com/factchecks/2010/oct/01/chain-email/e-mail-claims-defazio-wants-tax-transactions/
Dave Yost,"August 10, 2010","""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.""",true,campaign video,Ohio; Message Machine 2010; Taxes,Joe Guillen,"September 29, 2010",https://www.politifact.com/factchecks/2010/sep/29/dave-yost/gop-auditor-candidate-dave-yost-says-opponent-davi/
Rebecca Kleefisch,"September 27, 2010","""The Wisconsin Legislature raised taxes more than $5 billion in 2009.""",false,statement on campaign web site,Taxes; Wisconsin,Tom Kertscher,"September 28, 2010",https://www.politifact.com/factchecks/2010/sep/28/rebecca-kleefisch/republican-lieutenant-governor-candidate-rebecca-k/
Americans for Job Security,"September 23, 2010","Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and ""we still lost more than 2.5 million jobs.""",half-true,campaign ad,National; Economy; Federal Budget; Message Machine 2010; Stimulus; Voting Record; Taxes,Angie Drobnic Holan,"September 27, 2010",https://www.politifact.com/factchecks/2010/sep/27/americans-job-security/americans-job-security-targets-zach-space-other-de/
Susan Latvala,"September 14, 2010","""One of the other inaccuracies ... is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since I’ve been in office. It was a quarter mill tax in the unincorporated area only.""",false,candidates forum,Voting Record; Taxes; Florida,David DeCamp,"September 25, 2010",https://www.politifact.com/factchecks/2010/sep/25/susan-latvala/pinellas-county-commissioner-susan-latvala-says-sh/
Future PAC (Oregon House Democrats),"September 24, 2010","Says Julie Parrish wants to add a sales tax to everything we need to buy including food, clothing, medicine and school supplies.",mostly-false,campaign mailer,Oregon; Taxes,Janie Har,"September 24, 2010",https://www.politifact.com/factchecks/2010/sep/24/future-pac-oregon-house-democrats/oregon-democrats-claim-julie-parrish-wants-sales-t/
Barack Obama,"September 20, 2010","""Our tax rates are lower now than they were under Ronald Reagan. They're much lower than they were under Dwight Eisenhower.""",mostly-true,televised town hall,National; History; Taxes,Louis Jacobson,"September 22, 2010",https://www.politifact.com/factchecks/2010/sep/22/barack-obama/barack-obama-says-taxes-are-lower-today-under-reag/
