statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Lamar Smith,"September 21, 2013","""In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.""",mostly-true,flier mailed to constituents,Immigration; Texas,Sue Owen,"October 1, 2013",https://www.politifact.com/factchecks/2013/oct/01/lamar-smith/government-report-said-65-percent-border-miles-wer/
David Watts,"September 16, 2013",The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,true,email blast,Immigration; Education; Texas,W. Gardner Selby,"September 25, 2013",https://www.politifact.com/factchecks/2013/sep/25/david-watts/1982-supreme-court-decision-texas-case-said-public/
John Carter,"August 31, 2013","About 40 percent of U.S. illegal immigrants ""came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.""",mostly-true,news article,Immigration; Texas,W. Gardner Selby,"September 6, 2013",https://www.politifact.com/factchecks/2013/sep/06/john-carter/john-carter-claim-40-percent-nations-illegal-resid/
Janet Napolitano,"August 27, 2013","The 2010 DREAM Act failed despite ""strong bipartisan support.""",mostly-false,speech at the National Press Club,Immigration; National; Bipartisanship,Angie Drobnic Holan,"August 28, 2013",https://www.politifact.com/factchecks/2013/aug/28/janet-napolitano/2010-dream-act-has-strong-bipartisan-support-said-/
Jack Kingston,"August 1, 2013","Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.",mostly-true,interview,Georgia; Immigration; Taxes,Eric Stirgus,"August 27, 2013",https://www.politifact.com/factchecks/2013/aug/27/jack-kingston/lawmaker-uses-tax-credit-scam-drive-support-bill/
Marco Rubio,"August 13, 2013","Says President Barack Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen.""",mostly-false,radio interview,Immigration; Florida,Katie Sanders,"August 22, 2013",https://www.politifact.com/factchecks/2013/aug/22/marco-rubio/marco-rubio-fears-obama-could-basically-legalize-a/
Federation for American Immigration Reform,"August 5, 2013","""Unemployment has been on the rise throughout Wisconsin"" as Paul Ryan stepped up his advocacy of ""immigration increases.""",mostly-false,news release,Immigration; Economy; Jobs; Wisconsin,Dave Umhoefer,"August 9, 2013",https://www.politifact.com/factchecks/2013/aug/09/federation-american-immigration-reform/group-says-wisconsin-jobless-rate-was-rise-while-p/
Dan Patrick,"June 27, 2013","Says the 2014-15 state budget ""cut border security and funding to fight criminal gangs.""",mostly-false,campaign video,Immigration; Crime; State Budget; Texas,Sue Owen,"August 2, 2013",https://www.politifact.com/factchecks/2013/aug/02/dan-patrick/dan-patrick-says-2014-15-state-budget-cut-border-s/
David Cicilline,"July 21, 2013","""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",true,"appearance on WPRI-TV's ""Newsmakers"" program",Rhode Island; Children; Congress; Debt; Deficit; Economy; Families; Immigration; Legal Issues; Taxes; Workers,C. Eugene Emery Jr.,"August 1, 2013",https://www.politifact.com/factchecks/2013/aug/01/david-cicilline/us-rep-david-cicilline-says-passing-senate-approve/
Charles Kuck,"July 13, 2013",A provision of the Senate immigration bill would require you to have government permission to get a second job.,half-true,immigration forum,Georgia; Immigration; Jobs; Government Regulation,Janel Davis,"July 30, 2013",https://www.politifact.com/factchecks/2013/jul/30/charles-kuck/immigration-claim-about-second-jobs-doesnt-really-/
Karen Handel,"July 18, 2013","""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",true,Twitter post,Georgia; Immigration; Federal Budget,Janel Davis,"July 26, 2013",https://www.politifact.com/factchecks/2013/jul/26/karen-handel/immigration-bill-includes-several-nods-industries/
Michele Bachmann,"July 14, 2013","""The president … by executive order"" could grant voting rights to illegal immigrants who are newly legalized under pending legislation.",pants-fire,interview with World Net Daily,Immigration; National; Elections; Legal Issues,Louis Jacobson,"July 23, 2013",https://www.politifact.com/factchecks/2013/jul/23/michele-bachmann/michele-bachmann-says-barack-obama-can-use-executi/
Jeb Bush,"June 30, 2013","Says ""Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).""",half-true,Wall Street Journal op-ed,Immigration; National; Corrections and Updates,Jon Greenberg,"July 10, 2013",https://www.politifact.com/factchecks/2013/jul/10/jeb-bush/jeb-bush-says-canada-issues-more-150000-high-skill/
Chain email,"July 7, 2013","Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.""",pants-fire,long-running chain email,Immigration; Health Care; Florida,Katie Sanders,"July 9, 2013",https://www.politifact.com/factchecks/2013/jul/09/chain-email/illegal-immigrants-are-covered-under-health-care-l/
Dan Stein,"July 7, 2013","The Senate immigration bill ""unleashes a massive increase in overall immigration. … We're talking about a population increase under the Senate bill of over 70 million people in 20 years.""",false,"interview on CBS' ""Face the Nation""",Immigration; National,Louis Jacobson,"July 9, 2013",https://www.politifact.com/factchecks/2013/jul/09/dan-stein/dan-stein-says-senate-immigration-bill-would-add-7/
Luis Gutierrez,"June 29, 2013","Says under the Senate immigration bill, newly legalized immigrants will ""pay every tax possible, but you don’t get a single benefit"" for 10 years.",mostly-true,interview with CNN,Immigration; National; Welfare,Jon Greenberg,"July 8, 2013",https://www.politifact.com/factchecks/2013/jul/08/luis-gutierrez/senate-bill-says-undocumented-immigr/
Jim Sensenbrenner,"July 1, 2013","""Currently, it takes up to 25 years to obtain U.S. citizenship legally"" but the Senate bill ""would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.""",half-true,op-ed article,Immigration; Wisconsin,Dave Umhoefer,"July 7, 2013",https://www.politifact.com/factchecks/2013/jul/07/jim-sensenbrenner/rep-jim-sensenbrenner-says-it-takes-25-years-obtai/
Debbie Wasserman Schultz,"July 20, 2013","Says President Obama has cracked down ""on employers who are attracting undocumented immigrants and hiring them more than any previous president.""",half-true,interview,Immigration; Florida,Amy Sherman,"July 3, 2013",https://www.politifact.com/factchecks/2013/jul/03/debbie-wasserman-schultz/obama-holds-record-cracking-down-employers-who-hir/
Bill Maher,"June 21, 2013","If it is enacted, the Senate immigration bill is ""going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.""",true,"roundtable section of the HBO show ""Real Time with Bill Maher""",Immigration; National; Pundits,Louis Jacobson,"July 1, 2013",https://www.politifact.com/factchecks/2013/jul/01/bill-maher/bill-maher-said-immigration-bill-will-make-border-/
Debbie Wasserman Schultz,"June 20, 2013","""President Obama has the most border patrols and border security deployed at the border of any previous president.""",mostly-true,interview on MSNBC,Immigration; Florida,Amy Sherman,"July 1, 2013",https://www.politifact.com/factchecks/2013/jul/01/debbie-wasserman-schultz/more-border-security-and-patrols-under-obama-previ/
Ted Cruz,"June 24, 2013","The Senate immigration bill ""has immediate legalization ... and the border security is sometime in the future, and just like in 1986, it's designed never to come into being.""",mostly-false,interview with Fox News,Immigration; National; Corrections and Updates,Jon Greenberg,"June 27, 2013",https://www.politifact.com/factchecks/2013/jun/27/ted-cruz/border-security-immigration-bill-designed-never/
Jeff Sessions,"June 27, 2013","The immigration bill ""has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.""",false,interview on CBS’ “Face the Nation”,Immigration; National,Becky Bowers,"June 27, 2013",https://www.politifact.com/factchecks/2013/jun/27/jeff-sessions/sen-jeff-sessions-says-immigration-bill-has-provis/
Bloggers,"June 25, 2013","The immigration bill includes free ""Obamacars,"" motorcycles or scooters.",pants-fire,blog post on Breitbart,Immigration; Transportation; Welfare; Florida,Amy Sherman,"June 26, 2013",https://www.politifact.com/factchecks/2013/jun/26/blog-posting/does-immigration-bill-include-free-obamacars-teens/
Michael McCaul,"June 5, 2013","Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to ""release hundreds of dangerous criminals into our communities.""",mostly-false,U.S. House floor debate.,Immigration; Criminal Justice; Crime; Texas,W. Gardner Selby,"June 21, 2013",https://www.politifact.com/factchecks/2013/jun/21/michael-mccaul/mccaul-said-obama-administration-plans-reduce-dete/
Dana Rohrabacher,"June 16, 2013","On immigration reform, Marco Rubio ""all along has been saying, 'We have to have border security first' "" and then ""he gets on Spanish TV, he ends up saying, 'No, no. That will never get in the way.' """,mostly-false,interview on WND Radio,Immigration; National; Candidate Biography,Becky Bowers,"June 20, 2013",https://www.politifact.com/factchecks/2013/jun/20/dana-rohrabacher/rep-dana-rohrabacher-says-sen-marco-rubios-claims-/
Jeb Bush,"June 14, 2013","""Immigrants are more fertile.""",mostly-true,speech at the Faith and Freedom Coalition Conference,Immigration; National,Jon Greenberg,"June 18, 2013",https://www.politifact.com/factchecks/2013/jun/18/jeb-bush/jeb-bush-says-immigrants-are-more-fertile/
Oregon Republican Party,"May 29, 2013","Says a group ""estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion.""",mostly-false,a press release,Immigration; Oregon; Economy; Education; State Budget; Workers; Taxes,Janie Har,"June 15, 2013",https://www.politifact.com/factchecks/2013/jun/15/oregon-republican-party/do-illegal-aliens-cost-oregon-1-billion-year/
Carlos Curbelo,"May 24, 2013","In Miami-Dade County, ""we spend at our school system over $20 million every year"" educating recent immigrants.",mostly-true,Fox News interview,Immigration; Education; Florida,Amy Sherman,"June 3, 2013",https://www.politifact.com/factchecks/2013/jun/03/carlos-curbelo/carlos-curbelo-says-miami-dade-schools-spend-more-/
Veronica Escobar,"May 22, 2013","Says El Paso is the ""safest city of our size in the nation.""",half-true,telephone conference call with reporters.,Immigration; City Government; Crime; Texas,W. Gardner Selby,"May 30, 2013",https://www.politifact.com/factchecks/2013/may/30/veronica-escobar/el-paso-leader-says-el-paso-safest-city-its-size-c/
Steve King,"May 23, 2013","""Ronald Reagan’s signature on the 1986 amnesty act"" gave Barack Obama about 15 million additional Hispanic votes in 2012.",false,House floor speech,Immigration; National; Elections,Louis Jacobson,"May 29, 2013",https://www.politifact.com/factchecks/2013/may/29/steve-king/steve-king-says-ronald-reagans-1986-amnesty-act-le/
Greg Walden,"April 18, 2013","Says ""we allow more people into America legally than all other countries on the planet combined.""",mostly-false,radio interview,Immigration; Oregon,Ian K. Kullgren,"May 24, 2013",https://www.politifact.com/factchecks/2013/may/24/greg-walden/does-us-really-admit-more-legal-immigrants-rest-wo/
Barack Obama,"May 4, 2013","Says ""we"" have put more boots on the U.S.-Mexico border ""than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.""",half-true,his weekly radio address.,Immigration; Texas,W. Gardner Selby,"May 13, 2013",https://www.politifact.com/factchecks/2013/may/13/barack-obama/obama-says-record-level-boots-ground-near-us-mexic/
Bill Richardson,"May 5, 2013","Among Hispanics, support for immigration reform is close to universal.",mostly-true,web interview with ABC News,Immigration; National,Louis Jacobson,"May 9, 2013",https://www.politifact.com/factchecks/2013/may/09/bill-richardson/bill-richardson-says-hispanic-support-immigration-/
Marco Rubio,"April 30, 2013","""We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.""",half-true,Fox News interview,Immigration; National,Molly Moorhead,"May 7, 2013",https://www.politifact.com/factchecks/2013/may/07/marco-rubio/marco-rubio-says-obama-shows-reluctance-enforc/
Lindsey Graham,"February 14, 2013","South Carolina has a labor shortage, specifically in the meatpacking industry.",mostly-true,Senate hearing,Georgia; Immigration; Jobs,Janel Davis,"May 3, 2013",https://www.politifact.com/factchecks/2013/may/03/lindsey-graham/graham-points-hard-fill-jobs-immigration-debate/
Dustin  Inman Society,"April 15, 2013","U.S. Sen. Lindsey Graham says South Carolina ""has a labor shortage and wants more immigration.""",mostly-false,billboard advertisement,Georgia; Immigration; Jobs,Janel Davis,"May 3, 2013",https://www.politifact.com/factchecks/2013/may/03/dustin-inman-society/anti-amnesty-group-takes-sen-graham/
John McCain,"April 26, 2013","""Over half"" of science, technology, engineering and mathematics students ""receiving advanced degrees are not citizens of the United States of America.""",half-true,speech at the U.S. Chamber of Commerce,Immigration; National; Education; Science; Technology,Louis Jacobson,"April 30, 2013",https://www.politifact.com/factchecks/2013/apr/30/john-mccain/john-mccain-says-half-stem-graduate-degrees-given-/
Rick Perry,"April 5, 2013","Says he has ""yet to get a response"" from Barack Obama to his August 2010 letter making border security requests.",pants-fire,interview on CNN.,Immigration; Texas,W. Gardner Selby,"April 25, 2013",https://www.politifact.com/factchecks/2013/apr/25/rick-perry/rick-perry-says-he-awaits-answer-barack-obama-augu/
Louie Gohmert,"April 17, 2013",Says al Qaeda has camps with the drug cartels in Mexico.,false,interview on C-SPAN.,Immigration; Drugs; Terrorism; Texas,W. Gardner Selby,"April 23, 2013",https://www.politifact.com/factchecks/2013/apr/23/louie-gohmert/louie-gohmert-says-al-qaeda-has-camps-drug-cartels/
Bloggers,"April 17, 2013","Proposed immigration legislation would give new immigrants ""a taxpayer-funded cellular phone.""",false,blog posts on the Internet,Immigration; National; Welfare,Angie Drobnic Holan,"April 19, 2013",https://www.politifact.com/factchecks/2013/apr/19/blog-posting/immigrants-would-get-free-cell-phones-under-new-pr/
Marco Rubio,"April 14, 2013","The immigration proposal from the Gang of Eight ""is not amnesty.""",half-true,"interview on ""Fox News Sunday""",Immigration; National,Molly Moorhead,"April 17, 2013",https://www.politifact.com/factchecks/2013/apr/17/marco-rubio/sen-marco-rubio-says-immigration-bill-not-amnesty/
Chain email,"March 28, 2013","College students ""who are NOT U.S. Citizens and who get the PELL Grant"" plan to return to their home countries after getting free gas cards and child care.",pants-fire,email,Immigration; Education; Welfare; Florida,Amy Sherman,"April 1, 2013",https://www.politifact.com/factchecks/2013/apr/01/chain-email/email-florida-teacher-says-dominican-student/
Jeb Bush,"March 5, 2013","""Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.""",true,his book 'Immigration Wars',Immigration; Florida,Amy Sherman,"March 22, 2013",https://www.politifact.com/factchecks/2013/mar/22/jeb-bush/jeb-bush-says-immigration-determined-family-ties-n/
Debbie Wasserman Schultz,"March 5, 2013","Says Jeb Bush ""flip-flop-flip(ped) on immigration.""",true,tweet,Immigration; National,Molly Moorhead,"March 8, 2013",https://www.politifact.com/factchecks/2013/mar/08/debbie-wasserman-schultz/jeb-bush-flip-flop-immigration-pathway-citizenship/
Wayne LaPierre,"February 13, 2013","""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""",mostly-false,op-ed for the Daily Caller,Immigration; National,Molly Moorhead,"February 20, 2013",https://www.politifact.com/factchecks/2013/feb/20/wayne-lapierre/wayne-lapierre-says-obama-ignores-border-fence-law/
Marco Rubio,"January 30, 2013","""Agriculture has always required a significant workforce from abroad.""",mostly-false,blog post on RedState.com,Agriculture; Immigration; History; Workers; Florida,Amy Sherman,"February 18, 2013",https://www.politifact.com/factchecks/2013/feb/18/marco-rubio/marco-rubio-said-weve-always-needed-foreign-worker/
Marco Rubio,"January 30, 2013","The United States does ""not have a system through which growers and dairies can bring a workforce legally into the U.S.""",mostly-false,blog post on RedState.com,Agriculture; Immigration; Workers; Florida,Amy Sherman,"February 18, 2013",https://www.politifact.com/factchecks/2013/feb/18/marco-rubio/marco-rubio-says-us-farmers-have-no-way-bring-work/
Barack Obama,"February 12, 2013","Says his administration has made ""progress"" on border enforcement by ""putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.""",half-true,State of the Union Address,Immigration; National,Louis Jacobson,"February 13, 2013",https://www.politifact.com/factchecks/2013/feb/13/barack-obama/barack-obama-touts-administrations-border-enforcem/
Zoe Lofgren,"February 5, 2013","""With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.""",mostly-true,House hearing on immigration,Immigration; National,Molly Moorhead,"February 8, 2013",https://www.politifact.com/factchecks/2013/feb/08/zoe-lofgren/rep-zoe-lofgren-says-us-laws-have-rarely-barred-ac/
Texas Federation of Republican Women,"January 17, 2013",Says that 9 million to 50 million undocumented immigrants live in the United States.,mostly-false,approved resolution.,Immigration; Population; Texas,W. Gardner Selby,"February 1, 2013",https://www.politifact.com/factchecks/2013/feb/01/texas-federation-republican-women/republican-group-says-9-million-50-million-illegal/
Rush Limbaugh,"January 29, 2013","Research shows that ""a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and that's what they support.""",mostly-false,radio interview,Immigration; National; Pundits,Molly Moorhead,"January 31, 2013",https://www.politifact.com/factchecks/2013/jan/31/rush-limbaugh/limbaugh-says-immigrants-come-us-seeking-prosperit/
Marco Rubio,"January 12, 2013","The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.""",mostly-true,interview,Immigration; Florida,Amy Sherman,"January 16, 2013",https://www.politifact.com/factchecks/2013/jan/16/marco-rubio/marco-rubio-says-only-65-percent-immigrants-come-h/
ACLU Foundation of Georgia,"December 7, 2012","""In the last 15 years, we've witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.""",true,press release,Georgia; Immigration,Eric Stirgus,"December 17, 2012",https://www.politifact.com/factchecks/2012/dec/17/aclu-georgia-foundation/group-says-number-detainees-has-skyrocketed-15-yea/
Juan Hernández,"November 8, 2012",Says Texas passed a state ‘Dream Act’ before any other state.,mostly-true,Dallas Morning News blog post,Immigration; Texas,Sue Owen,"December 12, 2012",https://www.politifact.com/factchecks/2012/dec/12/juan-hernandez/juan-hernandez-says-texas-was-first-pass-state-dre/
Barack Obama,"October 16, 2012","Says his administration put more border patrol agents on the U.S.-Mexico border than at ""any time in history, and the flow of undocumented workers across the border is actually lower than it's been in 40 years.""",half-true,second presidential debate,Immigration; National,Louis Jacobson,"October 17, 2012",https://www.politifact.com/factchecks/2012/oct/17/barack-obama/barack-obama-touts-record-high-border-agents-lowes/
Barack Obama,"October 16, 2012","Says Mitt Romney ""called the Arizona law a model for the nation.""",false,second presidential debate,Immigration; National; Legal Issues,Louis Jacobson,"October 17, 2012",https://www.politifact.com/factchecks/2012/oct/17/barack-obama/barack-obama-says-says-mitt-romney-called-arizona-/
Mitt Romney,"October 16, 2012",Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,true,second presidential debate,Immigration; National,Jon Greenberg,"October 17, 2012",https://www.politifact.com/factchecks/2012/oct/17/mitt-romney/romney-says-obama-failed-offer-immigration-bill-he/
Brendan Doherty,"September 30, 2012","""Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.""",false,TV interview,Immigration; Rhode Island,John Hill,"October 9, 2012",https://www.politifact.com/factchecks/2012/oct/09/brendan-doherty/brendan-doherty-says-us-rep-david-cicilline-provid/
Rob Andrews,"September 12, 2012","Says the ""number-one source"" of illegal immigration ""is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.""",false,interview with Townsquare Media New Jersey,Immigration; New Jersey,Bill Wichert,"September 23, 2012",https://www.politifact.com/factchecks/2012/sep/23/rob-andrews/rep-rob-andrews-claims-most-illegal-immigrants-fir/
Jeb Bush,"August 26, 2012","""If you look at the number of illegal immigrants coming into the country, it is net zero. It's been that way now for almost two years.""",true,interview on 'Meet the Press.',Immigration; Florida,Amy Sherman,"August 28, 2012",https://www.politifact.com/factchecks/2012/aug/28/jeb-bush/jeb-bush-says-illegal-immigration-net-zero/
Floridians for Ethics and Truth in Politics,"August 13, 2012",Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.,false,attack ad,Immigration; Health Care; Florida,Katie Sanders,"August 13, 2012",https://www.politifact.com/factchecks/2012/aug/13/floridians-ethics-and-truth-politics/outside-group-claims-aaron-bean-voted-give-health-/
American Principles in Action,"August 7, 2012","Says Barack Obama ""has deported more people than any other president in this country's history.""",half-true,advertisement,Immigration; National; Message Machine 2012,Louis Jacobson,"August 10, 2012",https://www.politifact.com/factchecks/2012/aug/10/american-principles-action/has-barack-obama-deported-more-people-any-other-pr/
Floridians for Ethics and Truth in Politics,"August 24, 2012",Aaron Bean voted to give illegal immigrants in-state tuition.,mostly-true,campaign commercial,Immigration; Florida,Katie Sanders,"August 9, 2012",https://www.politifact.com/factchecks/2012/aug/09/floridians-ethics-and-truth-politics/pro-weinstein-group-says-aaron-bean-voted-give-tui/
Heather Fiorentino,"August 7, 2012","As Florida secretary of state, Kurt Browning ""allowed 1,800 illegal voters to register in Florida.""",pants-fire,campaign mailer,Immigration; Elections; Message Machine 2012; Florida,Jeffrey S.  Solochek,"August 9, 2012",https://www.politifact.com/factchecks/2012/aug/09/heather-fiorentino/heather-fiorentino-said-kurt-browning-allowed-1800/
David Dewhurst,"July 17, 2012","Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",true,Republican US Senate debate.,Immigration; Texas,W. Gardner Selby,"July 26, 2012",https://www.politifact.com/factchecks/2012/jul/26/david-dewhurst/david-dewhurst-says-hes-seen-border-patrol-signs-e/
Ted Cruz,"July 23, 2012","Says David Dewhurst ""explicitly advocated"" a guest worker program for all illegal immigrants.",mostly-true,Republican U.S. Senate debate,Immigration; Workers; Texas,Sue Owen,"July 26, 2012",https://www.politifact.com/factchecks/2012/jul/26/ted-cruz/ted-cruz-says-david-dewhurst-advocated-guest-worke/
Reince Priebus,"June 26, 2012","Says President Barack Obama promised a ""pathway to citizenship"" to undocumented immigrants and ""didn't deliver jack squat on any of it.""",mostly-true,interview,Immigration; Children; Families; Homeland Security; Wisconsin,Tom Kertscher,"July 18, 2012",https://www.politifact.com/factchecks/2012/jul/18/reince-priebus/obama-didnt-deliver-jack-squat-pathway-citizenship/
Barack Obama,"July 17, 2012","Mitt Romney ""says the Arizona immigration law should be a model for the nation.""",false,speech,Immigration; Texas,W. Gardner Selby,"July 17, 2012",https://www.politifact.com/factchecks/2012/jul/17/barack-obama/barack-obama-says-mitt-romney-calls-arizona-immigr/
David Dewhurst,"June 9, 2012","Says he ""passed"" eight measures, including ones to prevent groping at airport security checks and to bar ""sanctuary"" cities in Texas.",half-true,speech to the Republican Party of Texas convention,Immigration; Candidate Biography; Homeland Security; Legal Issues; Transportation; Texas,Tara Merrigan,"July 3, 2012",https://www.politifact.com/factchecks/2012/jul/03/david-dewhurst/david-dewhurst-says-he-passed-eight-notable-measur/
John Carter,"June 18, 2012","Says the Constitution ""specifically states the Congress shall write legislation for immigration policy,"" so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",half-true,radio interview.,Immigration; Legal Issues; Texas,W. Gardner Selby,"June 27, 2012",https://www.politifact.com/factchecks/2012/jun/27/john-carter/john-carter-says-xxx/
Barack Obama,"June 22, 2012","The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",mostly-true,speech,Immigration; National,Molly Moorhead,"June 26, 2012",https://www.politifact.com/factchecks/2012/jun/26/barack-obama/obama-says-dream-act-hasnt-changed-republicans-sup/
David Plouffe,"June 17, 2012","""Gov. Romney was very clear, he would veto the DREAM Act.""",true,comment on 'Fox News Sunday',Immigration; National,Angie Drobnic Holan,"June 22, 2012",https://www.politifact.com/factchecks/2012/jun/22/david-plouffe/mitt-romney-said-he-would-veto-dream-act-says-davi/
Facebook posts,"June 10, 2012","""Nearly 60% of all occupants of HUD properties in U.S. are illegals.""",pants-fire,widely circulated posting,Immigration; National; Housing,Jon Greenberg,"June 21, 2012",https://www.politifact.com/factchecks/2012/jun/21/facebook-posts/facebook-post-60-percent-public-housing/
Facebook posts,"June 19, 2012 in","""Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.""",mostly-false,on the Internet,Immigration; National,Louis Jacobson,"June 20, 2012",https://www.politifact.com/factchecks/2012/jun/20/facebook-posts/facebook-post-says-less-2-percent-illegals-are-pic/
Marco Rubio,"June 18, 2012","""A million people a year come into the U.S. legally. No other country even comes close to that figure.""",true,interview on Fox News,Immigration; Florida,Louis Jacobson,"June 20, 2012",https://www.politifact.com/factchecks/2012/jun/20/marco-rubio/marco-rubio-says-us-admits-1-million-immigrants-ye/
Jim DeMint,"June 15, 2012","Says President Obama's new immigration plan ""is amnesty.""",mostly-false,news release,Immigration; National,Jon Greenberg,"June 20, 2012",https://www.politifact.com/factchecks/2012/jun/20/jim-demint/immigration-plan-enforcement-amnesty/
Facebook posts,"June 18, 2012 in","""More than 43 percent of all food stamps are given to illegals.""",pants-fire,on the Internet,Immigration; National,Louis Jacobson,"June 19, 2012",https://www.politifact.com/factchecks/2012/jun/19/facebook-posts/facebook-post-says-more-43-percent-all-food-stamps/
Facebook posts,"April 13, 2012","""Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.""",mostly-false,Facebook post,Abortion; Immigration; National; Health Care,Molly Moorhead,"June 18, 2012",https://www.politifact.com/factchecks/2012/jun/18/facebook-posts/facebook-post-compares-elements-romneycare-obamaca/
Alcee Hastings,"May 29, 2012","Florida election officials’ requests to some residents to submit proof of citizenship is a ""backdoor poll tax.""",half-true,press conference,Immigration; Elections; Poverty; Florida,Amy Sherman,"June 7, 2012",https://www.politifact.com/factchecks/2012/jun/07/alcee-hastings/us-rep-hastings-says-floridas-noncitizen-voter-pur/
David Dewhurst,"May 24, 2012","Ted Cruz ""helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.""",pants-fire,radio ad.,Immigration; Texas,W. Gardner Selby,"June 1, 2012",https://www.politifact.com/factchecks/2012/jun/01/david-dewhurst/david-dewhurst-says-ted-cruz-helps-run-two-nationa/
Conservative Voters of Texas PAC,"May 25, 2012","Says Larry Taylor gave ""in-state tuition to illegal immigrants.""",pants-fire,whylarrywhy.com,Immigration; Education; Texas,Sue Owen,"May 25, 2012",https://www.politifact.com/factchecks/2012/may/25/conservative-voters-texas-pac/conservative-pac-says-larry-taylor-gave-state-tuit/
Corey Stewart,"April 11, 2012","Prince William County ""has cut violent crime in half"" since instituting a crackdown on illegal immigration.",mostly-false,TV interview.,Immigration; Crime; Virginia,Sean Gorman,"May 25, 2012",https://www.politifact.com/factchecks/2012/may/25/corey-stewart/corey-stewart-says-prince-william-county-cut-viole/
Ryan Downton,"May 21, 2012",Says Paul Workman authored legislation providing amnesty for illegal immigrants.,half-true,open letter to voters.,Immigration; Texas,W. Gardner Selby,"May 24, 2012",https://www.politifact.com/factchecks/2012/may/24/ryan-downton/ryan-downton-says-paul-workman-offered-legislation/
Conservative Renewal PAC,"April 27, 2012","""Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.""",mostly-false,TV ad.,Immigration; Texas,W. Gardner Selby,"May 14, 2012",https://www.politifact.com/factchecks/2012/may/14/conservative-renewal-pac/pro-dewhurst-political-group-says-tom-leppert-pled/
Terry Gorman,"April 24, 2012","""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.""",true,House committee hearing,Immigration; Rhode Island; Children; Civil Rights; Education; Human Rights; Legal Issues; Poverty; State Budget; Welfare; Workers,C. Eugene Emery Jr.,"May 13, 2012",https://www.politifact.com/factchecks/2012/may/13/terry-gorman/immigration-enforcement-advocate-terry-gorman-says/
Charlie Flemming,"May 11, 2012",Georgia crackdown on illegal immigration costs state farmers $400 million last year.,mostly-false,speech,Georgia; Immigration,Chris Joyner,"May 11, 2012",https://www.politifact.com/factchecks/2012/may/11/charlie-flemming/immigration-bill-cost-georgia-farmers-close-400-mi/
Charlie Gonzalez,"March 27, 2012","Says that Mitt Romney, while he was in Arizona, said he believes the state’s SB 1070 immigration law should be the model for national immigration laws.",false,conference call,Immigration; Texas,Meghan Ashford-Grooms,"April 11, 2012",https://www.politifact.com/factchecks/2012/apr/11/charlie-gonzalez/us-rep-charlie-gonzalez-says-arizona-mitt-romney-s/
Chain email,"April 6, 2012","""Why was there no news coverage of this raid on the Arizona border? … Seizure was just five days ago. Right on the Arizona border!""",pants-fire,email,Immigration; National,Becky Bowers,"April 10, 2012",https://www.politifact.com/factchecks/2012/apr/10/chain-email/chain-email-says-media-ignored-recent-raid-arizona/
