statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Occupied Wall Street Journal,"October 5, 2011","""More than 25 million Americans are unemployed. More than 50 million live without health insurance. Perhaps 100 million live in poverty.""",half-true,article,National; Economy; Health Care; Jobs; Occupy Wall Street; Poverty; Workers,Louis Jacobson,"October 11, 2011",https://www.politifact.com/factchecks/2011/oct/11/occupied-wall-street-journal/are-statistics-occupied-wall-street-journal-correc/
Matthew Rothschild,"October 4, 2011","U.S. unemployment among people ages 16 to 24 is ""18.4 percent, which is a 60-year high.""",mostly-true,interview,Jobs; Occupy Wall Street; Workers; Wisconsin,Tom Kertscher,"October 10, 2011",https://www.politifact.com/factchecks/2011/oct/10/matthew-rothschild/progressive-magazine-editor-says-young-worker-unem/
We Are Ohio,"September 27, 2011","""Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.""",mostly-false,television commercial,Ohio; Jobs; Labor; Unions,Joe Guillen,"October 10, 2011",https://www.politifact.com/factchecks/2011/oct/10/we-are-ohio/we-are-ohio-claims-sb-5-would/
Jim Sensenbrenner,"September 29, 2011","""We have the highest corporate tax rate in the world. It’s 35 percent.""",true,interview,Corporations; Jobs; Taxes; Wisconsin,Tom Kertscher,"October 9, 2011",https://www.politifact.com/factchecks/2011/oct/09/jim-sensenbrenner/gop-rep-jim-sensenbrenner-says-us-has-highest-corp/
We Are Ohio,"September 13, 2011","Says that politicians who approved collective bargaining restrictions for public employees ""exploited a loophole exempting themselves from Senate Bill 5.""",mostly-false,campaign commercial,Ohio; Elections; Jobs; Labor; Unions,Joe Guillen,"October 7, 2011",https://www.politifact.com/factchecks/2011/oct/07/we-are-ohio/we-are-ohio-says-politicians-who-approved-collecti/
Tim Ryan,"September 15, 2011","""We have a $2 trillion to $3 trillion infrastructure deficit. We’ve got work that needs to get done. We’ve got people that want to go to work.""",mostly-true,television interview,Ohio; Economy; Infrastructure; Jobs,Henry J.  Gomez,"October 6, 2011",https://www.politifact.com/factchecks/2011/oct/06/tim-ryan/tim-ryan-says-nation-needs-spend-2-3-million-get-i/
Chris Christie,"October 4, 2011","Says ""New Jersey's unemployment is significantly lower than it was when I got here. And we've created 50,000 new private sector jobs in the last 20 months after having lost 117,000 in the year before I got here.""",half-true,press conference,New Jersey; Jobs,Erin O'Neill,"October 4, 2011",https://www.politifact.com/factchecks/2011/oct/04/chris-christie/chris-christie-talks-job-growth-new-jersey/
Rick Perry,"September 30, 2011","""My home state since June of 2009 created 40 percent of the new jobs in America.""",mostly-true,speech,Georgia; Jobs,Eric Stirgus,"October 4, 2011",https://www.politifact.com/factchecks/2011/oct/04/rick-perry/perry-right-texas-job-growth/
Martin O'Malley,"October 2, 2011","Chris Christie has not been ""effective at creating jobs … (or have) a record of governing for effectiveness. ...
	New Jersey (has) one of the higher unemployment rates in the country at 9.4 percent.""",half-true,"interview on CBS's ""Face the Nation""",National; Jobs; States,Louis Jacobson,"October 3, 2011",https://www.politifact.com/factchecks/2011/oct/03/martin-omalley/under-chris-christie-does-new-jersey-have-one-high/
Martin O'Malley,"October 2, 2011","""When it comes to being effective at creating jobs … (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.""",half-true,"interview on CBS's ""Face the Nation""",National; Jobs; States,Louis Jacobson,"October 3, 2011",https://www.politifact.com/factchecks/2011/oct/03/martin-omalley/did-chris-christies-new-jersey-create-no-net-new-j/
John Kasich,"September 12, 2011","""We’re. . . keeping and creating jobs in our state. From American Greetings, to Wendy’s, to Diebold, we’ve gone to their doorsteps to keep jobs right here in Ohio.""",true,ad from the Republican Governors Association,Ohio; Economy; Jobs,Reginald Fields,"October 3, 2011",https://www.politifact.com/factchecks/2011/oct/03/john-kasich/gov-john-kasich-touts-contacts-companies-create-re/
Herman Cain,"September 15, 2011","""If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.""",mostly-true,op-ed,Georgia; Economy; Jobs,Willoughby Mariano,"October 3, 2011",https://www.politifact.com/factchecks/2011/oct/03/herman-cain/herman-cain-recovery-14-million-jobs-behind-typica/
Rick Perry,"September 29, 2011",Says the private sector in Texas created 1 million jobs over the past decade.,half-true,television interview,Jobs; Texas,Meghan Ashford-Grooms,"September 30, 2011",https://www.politifact.com/factchecks/2011/sep/30/rick-perry/rick-perry-says-private-sector-texas-created-1-mil/
One Wisconsin Now,"September 20, 2011",Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,true,news release,Jobs; Wisconsin,James B. Nelson,"September 30, 2011",https://www.politifact.com/factchecks/2011/sep/30/one-wisconsin-now/one-wisconsin-now-says-gov-scott-walker-charging-p/
Mitt Romney,"September 22, 2011",Says Texas’ unemployment rate has doubled on Rick Perry’s watch.,half-true,newspaper article,Jobs; Texas,Sue Owen,"September 23, 2011",https://www.politifact.com/factchecks/2011/sep/23/mitt-romney/mitt-romney-spokesperson-says-texas-unemployment-d/
Raymond Lesniak,"September 9, 2011","Says ""New Jersey’s $1 billion horse racing industry … employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.""",half-true,opinion article,Environment; New Jersey; Gambling; Jobs,Erin O'Neill,"September 22, 2011",https://www.politifact.com/factchecks/2011/sep/22/raymond-lesniak/state-sen-raymond-lesniak-says-new-jerseys-horse-r/
Nancy Pelosi,"September 17, 2011",More private-sector jobs were created in the second year of the Obama administration than in the eight years of the Bush administration.,half-true,"interview on MSNBC's ""Up with Chris Hayes""",National; Economy; History; Jobs,Louis Jacobson,"September 20, 2011",https://www.politifact.com/factchecks/2011/sep/20/nancy-pelosi/nancy-pelosi-says-jobs-increased-faster-2010-8-yea/
David Scott,"September 9, 2011","Under President Barack Obama’s jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",half-true,WABE-FM (90.1) radio interview,Georgia; Jobs,Willoughby Mariano,"September 16, 2011",https://www.politifact.com/factchecks/2011/sep/16/david-scott/us-rep-scott-says-jobs-bill-will-save-jobs-teacher/
Eric Cantor,"September 14, 2011","The jobs bill includes ""President Obama's tax on soup kitchens""",mostly-false,blog post,National; Economy; Jobs; Workers; Taxes,Louis Jacobson,"September 15, 2011",https://www.politifact.com/factchecks/2011/sep/15/eric-cantor/eric-cantor-blog-post-attacks-barack-obama-tax-sou/
Sean Hannity,"September 13, 2011","Under President Barack Obama’s jobs bill, ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.""",true,"discussion on Fox News' ""Hannity""",National; Jobs; Legal Issues; Pundits; Workers,Louis Jacobson,"September 15, 2011",https://www.politifact.com/factchecks/2011/sep/15/sean-hannity/sean-hannity-says-barack-obamas-jobs-bill-creates-/
Ron Paul,"September 12, 2011","""170,000 of the jobs"" created in Texas under Gov. Rick Perry ""were government jobs.""",half-true,Republican presidential debate,National; Economy; Jobs; State Budget; States; Workers,Louis Jacobson,"September 14, 2011",https://www.politifact.com/factchecks/2011/sep/14/ron-paul/ron-paul-says-under-rick-perry-government-jobs-gre/
Rick Perry,"September 12, 2011","""The first round of stimulus ... it created zero jobs.""",pants-fire,CNN/Tea Party Express debate,National; Economy; Jobs; Stimulus,Becky Bowers,"September 13, 2011",https://www.politifact.com/factchecks/2011/sep/13/rick-perry/rick-perry-says-2009-stimulus-created-zero-jobs/
John Kasich,"September 25, 2011","""Since the beginning of the year we've created a net increase of 45,000 jobs.""",mostly-false,television interview,Ohio; Economy; Jobs,Peter Krouse,"September 12, 2011",https://www.politifact.com/factchecks/2011/sep/12/john-kasich/gov-john-kasich-touts-administration-role-creating/
Bill Pascrell,"September 2, 2011","Says 600,000 to 700,000 government workers have been laid off in the last year and a half",mostly-true,interview on WNYC’s The Brian Lehrer Show,New Jersey; Jobs,Erin O'Neill,"September 12, 2011",https://www.politifact.com/factchecks/2011/sep/12/bill-pascrell/congressman-bill-pascrell-says-more-600000-public-/
Rick Perry,"September 7, 2011","""When you look at what we have done over the last decade, we created 1 million jobs in the state of Texas. At the same time, (the rest of) America lost 2.5 million.""",half-true,Republican presidential debate.,Economy; Jobs; Texas,W. Gardner Selby,"September 11, 2011",https://www.politifact.com/factchecks/2011/sep/11/rick-perry/rick-perry-says-due-what-weve-done-we-created-1-mi/
Rick Perry,"September 7, 2011","""Michael Dukakis created jobs three times faster"" than Mitt Romney.",half-true,debate at the Reagan Library,National; Jobs,Angie Drobnic Holan,"September 8, 2011",https://www.politifact.com/factchecks/2011/sep/08/rick-perry/dukakis-created-jobs-three-times-faster-mitt-romne/
Jon Huntsman,"September 7, 2011","Utah was ""the No. 1 job creator in this country during my years of service"" as governor, with a 5.9 percent increase in jobs.",half-true,Republican presidential debate at the Reagan Presidential Library,National; Economy; Jobs; States,Louis Jacobson,"September 8, 2011",https://www.politifact.com/factchecks/2011/sep/08/jon-huntsman/jon-huntsman-says-utah-was-no-1-job-creation-when-/
National Republican Senatorial Committee,"August 23, 2011","Sherrod Brown ""has stood side by side"" with President Barack Obama, presiding ""over the most rapid increase in the debt over the last 2.5 years"" and hurtling toward "" the worst jobs record in the modern era.""",half-true,news release,Ohio; Deficit; Economy; Jobs,Stephen Koff,"September 8, 2011",https://www.politifact.com/factchecks/2011/sep/08/national-republican-senatorial-committee/nrsc-blasts-brown-standing-obama-his-jobs-record-a/
SEIU,"September 7, 2011","""Republicans fought to protect tax loopholes for corporations that send our jobs overseas.""",half-true,political mailing,National; Corporations; Jobs; Trade; Workers; Taxes,Angie Drobnic Holan,"September 7, 2011",https://www.politifact.com/factchecks/2011/sep/07/service-employees-international-union-committee-po/republicans-closing-corporate-tax-loopholes/
George Allen,"August 22, 2011","Takes credit for ""substantially reducing the size of the state workforce.""",mostly-true,campaign literature.,Jobs; Virginia,Sean Gorman,"September 3, 2011",https://www.politifact.com/factchecks/2011/sep/03/george-allen/allen-says-he-substantially-cut-state-government-w/
Robert Reich,"August 29, 2011","""The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.""",true,opinion column,National; Corporations; Economy; Jobs; Labor; Workers,Louis Jacobson,"September 1, 2011",https://www.politifact.com/factchecks/2011/sep/01/robert-reich/robert-reich-says-ratio-corporate-profits-wages-hi/
John Cornyn,"August 24, 2011","Congressional Budget Office ""says 8 (percent) unemployment till 2014!""",true,Twitter message.,Economy; Jobs; Texas,W. Gardner Selby,"August 31, 2011",https://www.politifact.com/factchecks/2011/aug/31/john-cornyn/john-cornyn-says-congressional-budget-office-says-/
Mike Villarreal,"August 6, 2011","Says that before Rick Perry became governor, ""only 4 percent of our total labor force was a minimum wage job ... Today, that number has more than doubled (to) 9.5 percent.""",half-true,Texas Capitol rally.,Economy; Jobs; Texas,W. Gardner Selby,"August 24, 2011",https://www.politifact.com/factchecks/2011/aug/24/mike-villarreal/mike-villarreal-says-texans-earning-minimum-wage-m/
Chris Christie,"August 10, 2011","""Since I introduced my budget -- first budget -- in March of 2010, we've created 50,000 new private-sector jobs for the people of this state.""",half-true,news conference,New Jersey; Jobs; State Budget,Erin O'Neill,"August 21, 2011",https://www.politifact.com/factchecks/2011/aug/21/chris-christie/gov-chris-christie-says-he-introduced-his-first-bu/
Democratic Party of Virginia,"August 5, 2011","Virginia has made ""no progress on jobs"" since Bob McDonnell took office.",false,web video,Jobs; Message Machine 2012; Virginia,Sean Gorman,"August 18, 2011",https://www.politifact.com/factchecks/2011/aug/18/democratic-party-virginia/virginia-democratic-party-claims-bob-mcdonnell-has/
Democratic Party of Wisconsin,"August 1, 2011","Under Gov. Scott Walker, ""unemployment is increasing in Wisconsin at twice the rate it is nationally.""",mostly-false,news release,Jobs; Wisconsin,Tom Kertscher,"August 18, 2011",https://www.politifact.com/factchecks/2011/aug/18/state-democratic-party-wisconsin/wisconsin-democratic-party-says-unemployment-incre/
Lloyd  Doggett,"August 11, 2011","""Twenty-five states have lower unemployment than Texas"" which is ""tied with Mississippi for more minimum-wage jobs than anywhere in the United States.""",true,interview with ABC TV.,Jobs; Texas,W. Gardner Selby,"August 16, 2011",https://www.politifact.com/factchecks/2011/aug/16/lloyd-doggett/lloyd-doggett-says-texas-has-worse-unemployment-25/
Bob Wirch,"July 25, 2011","Says he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs.""",pants-fire,campaign mail piece,Jobs; Workers; Wisconsin,Tom Kertscher,"August 12, 2011",https://www.politifact.com/factchecks/2011/aug/12/bob-wirch/wisconsin-recall-race-dem-state-sen-bob-wirch-clai/
Georgia Department of Transportation,"July 19, 2011","The Northwest Corridor highway project in Cobb and Cherokee counties ""is expected to create over 9,700 jobs statewide.""",false,press release,Georgia; Jobs,PolitiFact Staff,"August 10, 2011",https://www.politifact.com/factchecks/2011/aug/10/billboard-spaghetti-junction/gdot-road-construction-bring-9700-jobs/
Raul Labrador,"July 31, 2011",Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.,mostly-false,"interview on NBC's ""Meet the Press""",National; Economy; Jobs; State Budget; States; Taxes,Louis Jacobson,"August 4, 2011",https://www.politifact.com/factchecks/2011/aug/04/raul-labrador/raul-labrador-says-tax-hike-led-spike-michigan-une/
Harry Reid,"August 2, 2011","There was a ""loss of eight million jobs during the Bush eight years.""",pants-fire,Senate floor speech,National; Economy; History; Jobs,Louis Jacobson,"August 3, 2011",https://www.politifact.com/factchecks/2011/aug/03/harry-reid/harry-reid-says-8-million-jobs-lost-during-george-/
National Republican Congressional Committee,"July 5, 2011","Says U.S. Rep. Ron Kind’s ""stimulus cost taxpayers $278,000 per job.""",false,news release,Jobs; Stimulus; Taxes; Wisconsin,Tom Kertscher,"August 1, 2011",https://www.politifact.com/factchecks/2011/aug/01/national-republican-congressional-committee/stimulus-jobs-cost-taxpayers-gop-committee-says-in/
Joshua Henne,"July 20, 2011",Says New Jersey has fewer jobs since Gov. Chris Christie took office.,false,press release from One New Jersey,New Jersey; Jobs,Bill Wichert,"August 1, 2011",https://www.politifact.com/factchecks/2011/aug/01/joshua-henne/democrat-backed-one-new-jersey-claims-state-has-lo/
Republican Party of Wisconsin,"July 21, 2011","Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.",false,news release,Jobs; Wisconsin,James B. Nelson,"July 28, 2011",https://www.politifact.com/factchecks/2011/jul/28/republican-party-wisconsin/wisconsin-republican-party-says-more-than-half-nat/
Shirley Turner,"July 12, 2011","Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime.""",mostly-false,speech on the Senate floor,New Jersey; Jobs; Crime,Bill Wichert,"July 26, 2011",https://www.politifact.com/factchecks/2011/jul/26/shirley-turner/sen-shirley-turner-claims-unemployment-trenton-dou/
Kay Bailey Hutchison,"June 29, 2011","""The only growth sector that we’ve had in the last two years in America is government growth.""",false,interview with CNBC,Economy; Jobs; Texas,Meghan Ashford-Grooms,"July 22, 2011",https://www.politifact.com/factchecks/2011/jul/22/kay-bailey-hutchison/sen-hutchison-says-government-only-growth-sector-n/
Bernie Sanders,"July 18, 2011","""Since 2000, nearly 12 million Americans have slipped out of the middle class and into poverty.""",half-true,tweet,National; Economy; Jobs; New Hampshire 2012; Poverty,Louis Jacobson,"July 20, 2011",https://www.politifact.com/factchecks/2011/jul/20/bernie-sanders/bernie-sanders-says-12-million-have-slipped-middle/
David Dewhurst,"July 5, 2011","Says President Barack Obama’s ""own economists say the stimulus cost $278K per job ‘created.’ """,false,Twitter message.,Economy; Jobs; Stimulus; Texas,Meghan Ashford-Grooms,"July 20, 2011",https://www.politifact.com/factchecks/2011/jul/20/david-dewhurst/david-dewhurst-says-presidents-economists-say-stim/
Craig Miller,"July 12, 2011","""I've created over 40,000 jobs.""",mostly-false,campaign launch message on his website,Jobs; Florida,Becky Bowers,"July 19, 2011",https://www.politifact.com/factchecks/2011/jul/19/craig-miller/former-ruths-chris-ceo-craig-miller-says-he-create/
Marco Rubio,"July 17, 2011","""We have not had unemployment this high for this long since the Great Depression.""",mostly-true,"interview on CBS's ""Face the Nation""",Economy; Jobs; Florida,Katie Sanders,"July 19, 2011",https://www.politifact.com/factchecks/2011/jul/19/marco-rubio/us-sen-marco-rubio-says-unemployment-streak-worst-/
Marc Morial,"July 17, 2011","""The black unemployment rate (has) increased since the recovery has begun.""",true,"interview on NBC's ""Meet the Press""",National; Economy; Jobs; Workers,Louis Jacobson,"July 18, 2011",https://www.politifact.com/factchecks/2011/jul/18/marc-morial/marc-morial-says-black-unemployment-has-actually-w/
Bob McDonnell,"July 13, 2011",Ninety percent of the job growth in Virginia has been in the private sector.,true,TV interview.,Economy; Jobs; Virginia,Sean Gorman,"July 18, 2011",https://www.politifact.com/factchecks/2011/jul/18/bob-mcdonnell/mcdonnell-says-90-percent-virginias-job-growth-has/
Sheila Oliver,"July 8, 2011","""Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.""",half-true,press release from Assembly Speaker Sheila Oliver (D-Essex),New Jersey; Jobs; Unions,Bill Wichert,"July 15, 2011",https://www.politifact.com/factchecks/2011/jul/15/sheila-oliver/new-jersey-assembly-speaker-sheila-oliver-says-stu/
Republican National Committee,"July 7, 2011","Since President Obama took office, ""2 million jobs. Gone.""",mostly-true,television commercial,Ohio; Economy; Jobs; Message Machine 2010,Mark Naymik,"July 13, 2011",https://www.politifact.com/factchecks/2011/jul/13/republican-national-committee-republican/republican-national-committees-ad-says-2-million-j/
Barack Obama,"July 11, 2011","""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""",mostly-true,press conference,National; Economy; Jobs; Stimulus; Workers,Angie Drobnic Holan,"July 12, 2011",https://www.politifact.com/factchecks/2011/jul/12/barack-obama/obama-says-public-sector-job-losses-increasing-sti/
Steve Oroho,"June 29, 2011","Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history.",mostly-false,press release from Sen. Steve Oroho (R-Sussex),New Jersey; Jobs; Taxes,Bill Wichert,"July 12, 2011",https://www.politifact.com/factchecks/2011/jul/12/steve-oroho/sen-steve-oroho-claims-democratic-tax-hikes-are-bl/
Paul Krugman,"July 11, 2011","""There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.""",true,"""New York Times"" column",National; Economy; Jobs; Pundits; Workers,Louis Jacobson,"July 11, 2011",https://www.politifact.com/factchecks/2011/jul/11/paul-krugman/paul-krugman-says-government-jobs-have-fallen-half/
Eddie Rodriguez,"June 22, 2011","""We’re losing almost 6,000 state jobs.""",true,remarks to the Central Texas Democratic Forum,Jobs; State Budget; Texas,Meghan Ashford-Grooms,"July 9, 2011",https://www.politifact.com/factchecks/2011/jul/09/eddie-rodriguez/austin-rep-eddie-rodriguez-says-budget-cuts-almost/
Barack Obama,"July 6, 2011","Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",half-true,Twitter Town Hall,National; Deficit; Jobs; Taxes,Robert Farley,"July 7, 2011",https://www.politifact.com/factchecks/2011/jul/07/barack-obama/obama-claims-job-rate-soared-after-clinton-raised-/
Barack Obama,"July 6, 2011","""Young veterans have a higher unemployment rate than people who didn’t serve.""",true,Twitter town hall,National; Economy; Jobs; Military; Veterans; Workers,Louis Jacobson,"July 7, 2011",https://www.politifact.com/factchecks/2011/jul/07/barack-obama/barack-obama-says-post-911-veterans-have-higher-un/
Bob McDonnell,"June 25, 2011","""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",mostly-false,op-ed.,Economy; Jobs; Virginia,Jacob Geiger,"July 6, 2011",https://www.politifact.com/factchecks/2011/jul/06/bob-mcdonnell/mcdonnell-says-texas-under-gov-perry-has-created-h/
Rod Smith,"June 28, 2011","""Rick Scott has destroyed over 100,000 jobs.""",false,e-mail to supporters,Jobs; Florida,Becky Bowers,"July 1, 2011",https://www.politifact.com/factchecks/2011/jul/01/rod-smith/top-state-democrat-claims-job-losses-not-gains-tai/
Rick Scott,"June 23, 2011","""In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.""",half-true,comments at a bill signing,Jobs; Florida,Becky Bowers,"July 1, 2011",https://www.politifact.com/factchecks/2011/jul/01/rick-scott/gov-rick-scott-claims-florida-led-country-job-grow/
Rick Scott,"June 17, 2011","""Since I took office, we’ve created 76,800 jobs.""",mostly-true,statement,Jobs; Florida,Becky Bowers,"July 1, 2011",https://www.politifact.com/factchecks/2011/jul/01/rick-scott/gov-rick-scott-touts-better-job-numbers-sign-succe/
Harry Reid,"June 22, 2011","""Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies we’ve implemented.""",mostly-false,"online chat with the ""Washington Post""",National; Economy; Jobs; Stimulus,Louis Jacobson,"June 27, 2011",https://www.politifact.com/factchecks/2011/jun/27/harry-reid/harry-reid-says-hispanic-unemployment-ticking-down/
Rick Perry,"June 14, 2011","""Since June 2009, about 48 percent of all the jobs created in America were in Texas.""",half-true,cameo interview.,Economy; Jobs; Texas,W. Gardner Selby,"June 26, 2011",https://www.politifact.com/factchecks/2011/jun/26/rick-perry/rick-perry-says-texas-accounted-48-percent-us-jobs/
David Axelrod,"June 19, 2011","When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.",half-true,CNN interview,National; Economy; Jobs,Robert Farley,"June 22, 2011",https://www.politifact.com/factchecks/2011/jun/22/david-axelrod/dems-say-when-mitt-romney-was-governor-massachuset/
Newt Gingrich,"June 13, 2011","""The right-to-work states are creating a lot more jobs today than the heavily unionized states.""",true,debate,Georgia; Jobs,Eric Stirgus,"June 21, 2011",https://www.politifact.com/factchecks/2011/jun/21/newt-gingrich/numbers-back-gingrich-job-growth-claim/
George Allen,"June 14, 2011","""The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.""",mostly-true,speech.,Corporations; Economy; Jobs; Taxes; Virginia,Sean Gorman,"June 18, 2011",https://www.politifact.com/factchecks/2011/jun/18/george-allen/george-allen-says-us-corporate-tax-rate-second-hig/
John  Kitzhaber,"April 19, 2011","""Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.""",mostly-true,press release,Oregon; Economy; Jobs,Ian K. Kullgren,"June 17, 2011",https://www.politifact.com/factchecks/2011/jun/17/john-kitzhaber/governor-compares-creating-25-jobs-rural-umatilla-/
Mitt Romney,"June 16, 2011","""This is the slowest job recovery since Hoover.""",false,appearance at a Tampa coffee shop,National; Economy; History; Jobs,Louis Jacobson,"June 16, 2011",https://www.politifact.com/factchecks/2011/jun/16/mitt-romney/mitt-romney-says-were-slowest-job-recovery-hoover/
Newt Gingrich,"June 13, 2011","If today's economy was rebounding at the rate of the ""Reagan recovery,"" it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",half-true,Republican presidential debate,Georgia; Economy; Federal Budget; History; Jobs; Taxes,Louis Jacobson,"June 14, 2011",https://www.politifact.com/factchecks/2011/jun/14/newt-gingrich/newt-gingrich-touts-scale-reagan-recovery-new-hamp/
Adam Hasner,"June 8, 2011","""Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.""",mostly-false,press statement,Health Care; Jobs; Florida,Aaron Sharockman,"June 14, 2011",https://www.politifact.com/factchecks/2011/jun/14/adam-hasner/adam-hasner-cites-cbo-says-health-care-law-cuts-80/
Reince Priebus,"June 12, 2011","""We have unemployment that rivals the Great Depression.""",false,"interview on NBC's ""Meet the Press""",National; Economy; Jobs,Louis Jacobson,"June 13, 2011",https://www.politifact.com/factchecks/2011/jun/13/reince-priebus/rnc-chair-reince-priebus-says-todays-long-term-une/
Wisconsin Manufacturers and Commerce,"June 12, 2011",An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity.,mostly-true,radio ad,Jobs; Wisconsin,James B. Nelson,"June 12, 2011",https://www.politifact.com/factchecks/2011/jun/12/wisconsin-manufacturers-and-commerce/wisconsin-manufacturers-and-commerce-says-new-mine/
Lou Greenwald,"May 12, 2011","Because Gov. Chris Christie vetoed a 30-bill job creation package, ""New Jersey ranks 50th in the nation in job creation.""",pants-fire,message on Facebook,New Jersey; Jobs,Bill Wichert,"June 12, 2011",https://www.politifact.com/factchecks/2011/jun/12/lou-greenwald/assemblyman-lou-greenwald-says-gov-chris-christies/
Paul Krugman,"June 9, 2011","""The average unemployed American has been out of work for almost 40 weeks.""",true,New York Times column,National; Economy; Jobs; Pundits,Louis Jacobson,"June 10, 2011",https://www.politifact.com/factchecks/2011/jun/10/paul-krugman/paul-krugman-says-average-unemployed-worker-has-be/
Kim Guadagno,"May 11, 2011",Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.,false,radio interview on WNYC's Brian Lehrer Show,New Jersey; Economy; Jobs; Taxes,Erin O'Neill,"June 10, 2011",https://www.politifact.com/factchecks/2011/jun/10/kim-guadagno/lt-gov-kim-guadagno-says-business-retention-and-re/
Brian Deese,"June 2, 2011","""We've seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.""",half-true,telephone news conference,Ohio; Economy; Jobs,Stephen Koff,"June 9, 2011",https://www.politifact.com/factchecks/2011/jun/09/brian-deese/economics-adviser-brian-deese-says-auto-industry-h/
Eric Cantor,"May 26, 2011","The 2009 stimulus bill ""failed to get people back to work.""",false,news conference.,Jobs; Stimulus; Virginia,Sean Gorman,"June 3, 2011",https://www.politifact.com/factchecks/2011/jun/03/eric-cantor/cantor-says-stimulus-failed-get-people-back-work/
Michael Rosen,"May 19, 2011","Wisconsin’s technical college graduates ""have a higher employment rate and starting salaries"" than four-year college graduates nationwide.",mostly-false,blog posting,Education; Jobs; Wisconsin,Tom Kertscher,"June 2, 2011",https://www.politifact.com/factchecks/2011/jun/02/michael-rosen/union-leader-says-wisconsins-technical-college-gra/
Eric Cantor,"May 18, 2011","""If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.""",true,Town Hall conversation.,Federal Budget; Jobs; Virginia,Wes Hester,"May 31, 2011",https://www.politifact.com/factchecks/2011/may/31/eric-cantor/eric-cantor-says-benefits-and-salary-public-employ/
Adam Hasner,"May 23, 2011","""Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.""",mostly-true,tweet,Economy; Jobs; Florida,Amy Sherman,"May 30, 2011",https://www.politifact.com/factchecks/2011/may/30/adam-hasner/hasner-says-post-recession-job-creation-worst-grea/
Texas Public Policy Foundation,"April 25, 2011","Says that in the last five years, Texas ""created more jobs than all other states combined.""",half-true,television ad that ran through May 20,Economy; Jobs; Texas,Meghan Ashford-Grooms,"May 29, 2011",https://www.politifact.com/factchecks/2011/may/29/texas-public-policy-foundation/texas-public-policy-foundation-says-texas-created-/
Ward Armstrong,"May 23, 2011","Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia.",false,news release.,Corrections and Updates; Economy; Jobs; Virginia,Sean Gorman,"May 28, 2011",https://www.politifact.com/factchecks/2011/may/28/ward-armstrong/armstrong-says-jobs-are-down-southside-and-southwe/
Rich Zipperer,"April 26, 2011","Deregulation of the state’s telecommunications industry will create 50,000 jobs in Wisconsin.",mostly-false,interviews and testimony about the bill,Jobs; Wisconsin,James B. Nelson,"May 23, 2011",https://www.politifact.com/factchecks/2011/may/23/rich-zipperer/state-sen-rich-zipperer-says-deregulation-telecomm/
Terry McAuliffe,"May 7, 2011","""If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.""",true,speech.,Jobs; Virginia,Sean Gorman,"May 21, 2011",https://www.politifact.com/factchecks/2011/may/21/terry-mcauliffe/mcauliffe-says-mcdonnell-job-creation-effort-hasnt/
